"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US12095","Orange County, Florida","235470","4842","null","null","162273","5250","null","null","12203","null","1918","null","0","null","214","null","114","null","144","null","12089","1904","null","null","18743","2786","null","null","49","81","null","null","2025","null","854","null","16669","null","2510","null","20124","null","2283","null","1428","525","null","null","6437","1321","null","null","12259","null","2052","null","36258","null","3781","null","7874","null","1315","null","14570","2396","null","null","13814","2673","null","null","73720","4098","null","null","50365","null","3581","null","19339","null","2167","null","4016","null","923","null","1225","700","null","null","73197","4249","null","null","12235","null","1858","null","2272","null","755","null","1951","null","661","null","8012","1537","null","null","14485","1862","null","null","7995","null","1532","null","4312","null","1135","null","2178","null","834","null","10951","null","1613","null","8498","1286","null","null","1892","783","null","null","561","null","412","null","12968","null","1761","null","12564","null","1759","null","317","309","null","null","87","101","null","null","19455","2502","null","null","19173","null","2464","null","18","null","30","null","264","null","358","null","3103","1226","null","null",
"0500000US12097","Osceola County, Florida","54457","3445","null","null","37714","3135","null","null","2731","null","752","null","0","null","214","null","0","null","214","null","2731","752","null","null","6406","1593","null","null","120","200","null","null","659","null","454","null","5627","null","1587","null","5755","null","1626","null","534","378","null","null","2449","972","null","null","2772","null","1120","null","8880","null","1816","null","2512","null","1011","null","4597","1387","null","null","1771","649","null","null","13531","1806","null","null","10147","null","1555","null","3168","null","893","null","216","null","206","null","411","436","null","null","16743","2291","null","null","3790","null","1160","null","740","null","463","null","1543","null","829","null","1507","728","null","null","4101","941","null","null","1958","null","685","null","1326","null","653","null","817","null","516","null","2236","null","882","null","2038","825","null","null","198","188","null","null","0","null","214","null","2802","null","715","null","2550","null","668","null","113","140","null","null","139","164","null","null","3384","1145","null","null","3384","null","1145","null","0","null","214","null","0","null","214","null","430","307","null","null",
"0500000US12099","Palm Beach County, Florida","363466","6139","null","null","202724","5491","null","null","14024","null","1799","null","75","null","88","null","196","null","149","null","13753","1783","null","null","24112","2451","null","null","1140","486","null","null","1132","null","424","null","21840","null","2376","null","23706","null","2306","null","1949","626","null","null","5342","1084","null","null","16415","null","1959","null","37386","null","3352","null","6130","null","1032","null","14795","2180","null","null","16461","2285","null","null","102238","4305","null","null","57946","null","3296","null","32074","null","2493","null","12218","null","1671","null","1258","357","null","null","160742","4953","null","null","29144","null","2799","null","3132","null","949","null","4702","null","1109","null","21310","2128","null","null","30829","2287","null","null","12311","null","1606","null","9266","null","1186","null","9252","null","1312","null","20147","null","1982","null","13603","1689","null","null","4168","848","null","null","2376","null","606","null","25632","null","2197","null","21712","null","2027","null","2774","646","null","null","1146","388","null","null","52144","3579","null","null","49913","null","3468","null","1778","null","570","null","453","null","269","null","2846","805","null","null",
"0500000US12101","Pasco County, Florida","134867","3124","null","null","72219","3139","null","null","6212","null","1105","null","40","null","67","null","175","null","144","null","5997","1106","null","null","8768","1157","null","null","236","178","null","null","1490","null","477","null","7042","null","1031","null","9800","null","1224","null","1563","550","null","null","2980","669","null","null","5257","null","1036","null","17262","null","1657","null","5154","null","825","null","7490","1221","null","null","4618","885","null","null","29605","2140","null","null","20180","null","1800","null","7960","null","1103","null","1465","null","456","null","572","319","null","null","62648","3215","null","null","13100","null","1680","null","4329","null","1036","null","2306","null","554","null","6465","1172","null","null","15934","1809","null","null","10596","null","1455","null","4032","null","818","null","1306","null","496","null","10841","null","1263","null","9974","1251","null","null","715","379","null","null","152","null","194","null","9857","null","1213","null","9447","null","1181","null","284","178","null","null","126","125","null","null","11619","1436","null","null","11538","null","1434","null","81","null","93","null","0","null","214","null","1297","583","null","null",
"0500000US12103","Pinellas County, Florida","252448","5568","null","null","138629","4683","null","null","13345","null","1745","null","0","null","214","null","78","null","129","null","13267","1744","null","null","17293","2444","null","null","471","283","null","null","2479","null","704","null","14343","null","2305","null","18230","null","1878","null","2302","622","null","null","5184","944","null","null","10744","null","1387","null","25990","null","2121","null","7324","null","1132","null","10070","1259","null","null","8596","1241","null","null","61835","3236","null","null","38391","null","2666","null","16552","null","1769","null","6892","null","1185","null","1936","702","null","null","113819","3287","null","null","22087","null","2008","null","3812","null","813","null","3143","null","765","null","15132","1881","null","null","23670","1737","null","null","10432","null","1296","null","8476","null","1273","null","4762","null","890","null","17454","null","1727","null","13767","1516","null","null","3071","894","null","null","616","null","273","null","19380","null","1703","null","17235","null","1699","null","1731","497","null","null","414","309","null","null","27498","2239","null","null","26977","null","2180","null","280","null","201","null","241","null","202","null","3730","994","null","null",
"0500000US12105","Polk County, Florida","149614","4371","null","null","77343","4265","null","null","6793","null","1389","null","0","null","214","null","25","null","43","null","6768","1389","null","null","10592","1704","null","null","837","799","null","null","1128","null","437","null","8627","null","1484","null","11176","null","1926","null","1370","646","null","null","3660","909","null","null","6146","null","1609","null","18734","null","1922","null","6838","null","1286","null","8722","1217","null","null","3174","825","null","null","29740","2392","null","null","21607","null","1955","null","6716","null","1424","null","1417","null","539","null","308","212","null","null","72271","3412","null","null","15077","null","1833","null","4091","null","1044","null","3311","null","906","null","7675","1333","null","null","15043","1865","null","null","9817","null","1329","null","3973","null","1058","null","1253","null","544","null","12585","null","1697","null","11239","1632","null","null","1107","410","null","null","239","null","240","null","12498","null","1574","null","12045","null","1550","null","415","289","null","null","38","62","null","null","15690","1822","null","null","15616","null","1817","null","74","null","90","null","0","null","214","null","1378","474","null","null",
"0500000US12107","Putnam County, Florida","19535","1436","null","null","9059","1203","null","null","1718","null","671","null","0","null","214","null","12","null","20","null","1706","665","null","null","1838","700","null","null","246","227","null","null","539","null","390","null","1053","null","538","null","1155","null","404","null","292","201","null","null","523","276","null","null","340","null","241","null","1837","null","571","null","1221","null","447","null","360","281","null","null","256","226","null","null","2153","693","null","null","1802","null","636","null","223","null","141","null","128","null","214","null","358","371","null","null","10476","1193","null","null","2984","null","820","null","1019","null","479","null","821","null","413","null","1144","512","null","null","2248","599","null","null","2033","null","608","null","164","null","146","null","51","null","76","null","1432","null","574","null","1432","574","null","null","0","214","null","null","0","null","214","null","1525","null","605","null","1525","null","605","null","0","214","null","null","0","214","null","null","1738","818","null","null","1738","null","818","null","0","null","214","null","0","null","214","null","549","428","null","null",
"0500000US12109","St. Johns County, Florida","59436","2904","null","null","39690","2815","null","null","1170","null","551","null","0","null","214","null","0","null","214","null","1170","551","null","null","3179","1310","null","null","93","124","null","null","158","null","175","null","2928","null","1294","null","4240","null","994","null","341","244","null","null","788","456","null","null","3111","null","931","null","7016","null","1607","null","1604","null","611","null","2714","877","null","null","2698","865","null","null","24017","2106","null","null","16986","null","2146","null","5102","null","1135","null","1929","null","679","null","68","111","null","null","19746","2075","null","null","2106","null","700","null","314","null","228","null","207","null","166","null","1585","634","null","null","2652","782","null","null","1549","null","590","null","448","null","239","null","655","null","302","null","3726","null","1152","null","3489","1141","null","null","81","93","null","null","156","null","148","null","3988","null","1034","null","3623","null","1023","null","255","248","null","null","110","140","null","null","6943","1364","null","null","6909","null","1368","null","34","null","57","null","0","null","214","null","331","236","null","null",
"0500000US12111","St. Lucie County, Florida","80545","3827","null","null","44363","3371","null","null","4407","null","1616","null","0","null","214","null","145","null","232","null","4262","1591","null","null","6470","1750","null","null","210","206","null","null","649","null","330","null","5611","null","1650","null","6367","null","1668","null","975","772","null","null","1412","584","null","null","3980","null","1351","null","11850","null","2346","null","3608","null","1071","null","5491","1338","null","null","2751","1323","null","null","15064","2520","null","null","10390","null","2213","null","3742","null","966","null","932","null","514","null","205","338","null","null","36182","2983","null","null","6292","null","1497","null","1379","null","493","null","1971","null","1185","null","2942","893","null","null","9483","2063","null","null","5066","null","1387","null","2157","null","962","null","2260","null","976","null","5599","null","1555","null","4535","1459","null","null","847","386","null","null","217","null","214","null","7350","null","1765","null","6675","null","1751","null","572","402","null","null","103","128","null","null","6079","1229","null","null","6043","null","1229","null","36","null","62","null","0","null","214","null","1379","832","null","null",
"0500000US12113","Santa Rosa County, Florida","41971","2230","null","null","27815","2233","null","null","1190","null","451","null","0","null","214","null","0","null","214","null","1190","451","null","null","2791","930","null","null","177","293","null","null","292","null","238","null","2322","null","858","null","3595","null","845","null","410","347","null","null","939","369","null","null","2246","null","688","null","5611","null","1197","null","1650","null","640","null","1504","702","null","null","2457","899","null","null","14523","1814","null","null","9641","null","1557","null","4548","null","1004","null","334","null","288","null","105","128","null","null","14156","1603","null","null","2365","null","766","null","974","null","444","null","471","null","389","null","920","389","null","null","2236","854","null","null","1606","null","774","null","369","null","228","null","261","null","242","null","2869","null","938","null","2785","930","null","null","84","101","null","null","0","null","214","null","2203","null","659","null","2036","null","632","null","167","153","null","null","0","214","null","null","4413","1132","null","null","4413","null","1132","null","0","null","214","null","0","null","214","null","70","114","null","null",
"0500000US12115","Sarasota County, Florida","124112","3993","null","null","54894","3247","null","null","3876","null","860","null","38","null","61","null","71","null","117","null","3767","836","null","null","6844","1225","null","null","394","250","null","null","1152","null","446","null","5298","null","1103","null","5888","null","1017","null","715","287","null","null","1624","525","null","null","3549","null","955","null","11649","null","1711","null","2875","null","818","null","5051","1138","null","null","3723","1157","null","null","26432","2352","null","null","17187","null","1937","null","6236","null","1067","null","3009","null","805","null","205","204","null","null","69218","3449","null","null","9866","null","1217","null","1582","null","525","null","1655","null","611","null","6629","1019","null","null","11829","1654","null","null","5829","null","1162","null","3459","null","963","null","2541","null","612","null","12365","null","1699","null","9110","1476","null","null","1835","699","null","null","1420","null","659","null","12680","null","1418","null","11461","null","1436","null","1036","405","null","null","183","163","null","null","21193","1876","null","null","20686","null","1908","null","462","null","264","null","45","null","73","null","1285","441","null","null",
"0500000US12117","Seminole County, Florida","101006","3573","null","null","76488","3388","null","null","7427","null","1586","null","0","null","214","null","58","null","95","null","7369","1588","null","null","7804","1515","null","null","251","231","null","null","938","null","533","null","6615","null","1438","null","7570","null","1598","null","802","386","null","null","2336","825","null","null","4432","null","1372","null","14943","null","1939","null","3393","null","1041","null","6526","1261","null","null","5024","1109","null","null","37984","2399","null","null","25856","null","1928","null","9626","null","1659","null","2502","null","814","null","760","377","null","null","24518","2314","null","null","3671","null","760","null","813","null","352","null","779","null","369","null","2079","577","null","null","4523","1006","null","null","2812","null","786","null","1373","null","504","null","338","null","232","null","4187","null","899","null","3923","906","null","null","264","187","null","null","0","null","214","null","4176","null","706","null","3719","null","716","null","284","202","null","null","173","166","null","null","7755","1345","null","null","7712","null","1340","null","43","null","73","null","0","null","214","null","206","172","null","null",
"0500000US12119","Sumter County, Florida","44764","1995","null","null","17611","2157","null","null","961","null","448","null","0","null","214","null","0","null","214","null","961","448","null","null","2063","802","null","null","44","73","null","null","230","null","181","null","1789","null","774","null","3704","null","1573","null","177","132","null","null","1533","998","null","null","1994","null","1387","null","4579","null","1196","null","1726","null","690","null","1333","512","null","null","1520","801","null","null","5994","1416","null","null","3958","null","1261","null","1835","null","808","null","201","null","176","null","310","388","null","null","27153","2261","null","null","3721","null","1068","null","704","null","340","null","899","null","523","null","2118","862","null","null","5418","1118","null","null","3791","null","1018","null","1366","null","558","null","261","null","279","null","4196","null","1203","null","3984","1147","null","null","212","359","null","null","0","null","214","null","5756","null","1254","null","5756","null","1254","null","0","214","null","null","0","214","null","null","7674","1841","null","null","7674","null","1841","null","0","null","214","null","0","null","214","null","388","303","null","null",
"0500000US12127","Volusia County, Florida","140740","4407","null","null","77550","3812","null","null","7860","null","994","null","144","null","169","null","337","null","218","null","7379","988","null","null","11722","1397","null","null","250","222","null","null","1322","null","437","null","10150","null","1257","null","12954","null","2176","null","1776","668","null","null","4477","1113","null","null","6701","null","1366","null","17034","null","1916","null","4450","null","984","null","7101","1210","null","null","5483","1285","null","null","27158","2415","null","null","19432","null","1951","null","5892","null","1253","null","1834","null","615","null","822","511","null","null","63190","3260","null","null","12387","null","1624","null","2771","null","712","null","2133","null","684","null","7483","1383","null","null","15085","1877","null","null","9446","null","1591","null","3555","null","873","null","2084","null","654","null","9411","null","1364","null","8213","1207","null","null","1118","594","null","null","80","null","97","null","12128","null","1609","null","11322","null","1631","null","547","367","null","null","259","199","null","null","12779","1686","null","null","12686","null","1681","null","93","null","109","null","0","null","214","null","1400","641","null","null",
"0500000US13013","Barrow County, Georgia","15494","1198","null","null","11277","1071","null","null","746","null","352","null","0","null","211","null","22","null","39","null","724","350","null","null","1829","525","null","null","22","39","null","null","289","null","200","null","1518","null","514","null","2079","null","580","null","81","78","null","null","834","382","null","null","1164","null","493","null","2508","null","616","null","1192","null","430","null","1022","362","null","null","294","201","null","null","4077","796","null","null","3209","null","683","null","829","null","439","null","39","null","67","null","38","67","null","null","4217","782","null","null","732","null","405","null","232","null","263","null","192","null","170","null","308","199","null","null","1142","428","null","null","859","null","313","null","243","null","264","null","40","null","71","null","535","null","257","null","434","229","null","null","67","79","null","null","34","null","58","null","793","null","297","null","761","null","295","null","32","50","null","null","0","211","null","null","842","390","null","null","842","null","390","null","0","null","211","null","0","null","211","null","173","242","null","null",
"0500000US13015","Bartow County, Georgia","25267","1794","null","null","17748","1846","null","null","1099","null","493","null","0","null","211","null","0","null","211","null","1099","493","null","null","2025","907","null","null","0","211","null","null","161","null","238","null","1864","null","884","null","2490","null","821","null","496","393","null","null","896","435","null","null","1098","null","609","null","3985","null","1167","null","1584","null","719","null","1867","869","null","null","534","285","null","null","8136","1381","null","null","6173","null","1226","null","1595","null","615","null","368","null","354","null","13","21","null","null","7519","1135","null","null","1205","null","490","null","177","null","196","null","160","null","152","null","868","423","null","null","1645","642","null","null","1363","null","630","null","261","null","210","null","21","null","35","null","1623","null","699","null","1623","699","null","null","0","211","null","null","0","null","211","null","941","null","359","null","941","null","359","null","0","211","null","null","0","211","null","null","2097","748","null","null","2097","null","748","null","0","null","211","null","0","null","211","null","8","14","null","null",
"0500000US13021","Bibb County, Georgia","28881","1747","null","null","17557","1731","null","null","2102","null","663","null","0","null","211","null","53","null","64","null","2049","651","null","null","2445","847","null","null","51","82","null","null","738","null","349","null","1656","null","722","null","2460","null","636","null","348","226","null","null","716","320","null","null","1396","null","541","null","3179","null","794","null","1419","null","561","null","1010","372","null","null","750","398","null","null","7187","1039","null","null","5790","null","931","null","965","null","398","null","432","null","345","null","184","208","null","null","11324","1175","null","null","1783","null","564","null","386","null","321","null","434","null","291","null","963","365","null","null","2066","649","null","null","1207","null","448","null","638","null","375","null","221","null","197","null","1427","null","460","null","1379","454","null","null","48","80","null","null","0","null","211","null","1693","null","499","null","1693","null","499","null","0","211","null","null","0","211","null","null","4144","811","null","null","4144","null","811","null","0","null","211","null","0","null","211","null","211","153","null","null",
"0500000US13031","Bulloch County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13045","Carroll County, Georgia","23625","1708","null","null","15800","1613","null","null","1128","null","650","null","0","null","211","null","0","null","211","null","1128","650","null","null","1460","565","null","null","0","211","null","null","202","null","241","null","1258","null","541","null","2404","null","863","null","637","503","null","null","376","343","null","null","1391","null","689","null","4196","null","1117","null","1890","null","739","null","2034","847","null","null","272","259","null","null","6600","1201","null","null","5435","null","1086","null","882","null","480","null","283","null","258","null","12","22","null","null","7825","1206","null","null","2163","null","766","null","448","null","334","null","495","null","302","null","1220","561","null","null","1677","822","null","null","1602","null","790","null","14","null","24","null","61","null","108","null","1240","null","528","null","1240","528","null","null","0","211","null","null","0","null","211","null","878","null","412","null","878","null","412","null","0","211","null","null","0","211","null","null","1741","525","null","null","1741","null","525","null","0","null","211","null","0","null","211","null","126","134","null","null",
"0500000US13047","Catoosa County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13051","Chatham County, Georgia","57602","2771","null","null","38159","2794","null","null","2140","null","670","null","0","null","211","null","51","null","87","null","2089","667","null","null","3569","868","null","null","0","211","null","null","287","null","195","null","3282","null","846","null","4237","null","1182","null","561","485","null","null","1995","745","null","null","1681","null","679","null","9621","null","1613","null","2788","null","876","null","3701","776","null","null","3132","1234","null","null","18405","2227","null","null","13387","null","2100","null","4148","null","919","null","870","null","323","null","187","173","null","null","19443","1821","null","null","2860","null","664","null","509","null","278","null","843","null","339","null","1508","442","null","null","4136","1142","null","null","2529","null","943","null","1113","null","662","null","494","null","245","null","2723","null","878","null","2278","820","null","null","366","263","null","null","79","null","133","null","3729","null","926","null","3359","null","857","null","370","224","null","null","0","211","null","null","5856","998","null","null","5833","null","996","null","0","null","211","null","23","null","38","null","139","138","null","null",
"0500000US13057","Cherokee County, Georgia","59733","2425","null","null","45934","2952","null","null","2128","null","1247","null","0","null","211","null","16","null","27","null","2112","1246","null","null","2723","1121","null","null","67","122","null","null","277","null","396","null","2379","null","978","null","4410","null","1202","null","394","355","null","null","861","516","null","null","3155","null","1078","null","9906","null","2077","null","2756","null","1169","null","3740","1161","null","null","3410","1160","null","null","26630","2215","null","null","19910","null","2025","null","5801","null","1476","null","919","null","559","null","137","160","null","null","13799","1582","null","null","1801","null","824","null","698","null","538","null","167","null","184","null","936","551","null","null","2509","806","null","null","2232","null","775","null","147","null","114","null","130","null","158","null","1530","null","744","null","1509","742","null","null","21","33","null","null","0","null","211","null","2585","null","686","null","2485","null","674","null","100","167","null","null","0","211","null","null","5208","1072","null","null","5208","null","1072","null","0","null","211","null","0","null","211","null","166","205","null","null",
"0500000US13059","Clarke County, Georgia","14478","1270","null","null","8949","1150","null","null","320","null","234","null","0","null","211","null","0","null","211","null","320","234","null","null","1024","548","null","null","0","211","null","null","48","null","59","null","976","null","541","null","1252","null","476","null","319","231","null","null","511","343","null","null","422","null","284","null","1617","null","517","null","659","null","346","null","668","382","null","null","290","162","null","null","4695","823","null","null","3547","null","716","null","1001","null","368","null","147","null","131","null","41","85","null","null","5529","948","null","null","1390","null","550","null","330","null","280","null","207","null","167","null","853","394","null","null","1072","501","null","null","822","null","410","null","195","null","216","null","55","null","97","null","696","null","298","null","538","281","null","null","158","136","null","null","0","null","211","null","872","null","379","null","872","null","379","null","0","211","null","null","0","211","null","null","1499","463","null","null","1499","null","463","null","0","null","211","null","0","null","211","null","0","211","null","null",
"0500000US13063","Clayton County, Georgia","47277","2723","null","null","35920","2697","null","null","3072","null","919","null","52","null","88","null","0","null","211","null","3020","917","null","null","3810","956","null","null","0","211","null","null","789","null","349","null","3021","null","910","null","7562","null","1515","null","768","633","null","null","3294","1160","null","null","3500","null","961","null","7859","null","1394","null","2198","null","597","null","4644","1169","null","null","1017","495","null","null","13511","1877","null","null","10442","null","1800","null","2584","null","1005","null","485","null","588","null","106","98","null","null","11357","1372","null","null","1742","null","549","null","252","null","167","null","630","null","304","null","860","411","null","null","3210","877","null","null","1942","null","671","null","899","null","437","null","369","null","294","null","1177","null","412","null","1099","406","null","null","78","77","null","null","0","null","211","null","2728","null","765","null","2684","null","755","null","44","84","null","null","0","211","null","null","2409","662","null","null","2380","null","661","null","0","null","211","null","29","null","49","null","91","150","null","null",
"0500000US13067","Cobb County, Georgia","170088","4441","null","null","128634","4112","null","null","5755","null","1532","null","155","null","182","null","0","null","211","null","5600","1514","null","null","8178","1321","null","null","287","233","null","null","408","null","237","null","7483","null","1252","null","12142","null","1775","null","1078","538","null","null","4040","1073","null","null","7024","null","1408","null","21055","null","2021","null","4848","null","1082","null","11111","1668","null","null","5096","1200","null","null","80695","3602","null","null","61544","null","3182","null","16629","null","1710","null","2522","null","729","null","809","693","null","null","41454","2438","null","null","5294","null","1088","null","853","null","429","null","1600","null","688","null","2841","851","null","null","5762","1005","null","null","3430","null","781","null","1796","null","626","null","536","null","350","null","5692","null","894","null","5443","875","null","null","249","202","null","null","0","null","211","null","7225","null","1313","null","7065","null","1327","null","160","201","null","null","0","211","null","null","17078","1927","null","null","17078","null","1927","null","0","null","211","null","0","null","211","null","403","409","null","null",
"0500000US13073","Columbia County, Georgia","36178","2151","null","null","27819","2125","null","null","1518","null","736","null","0","null","211","null","82","null","127","null","1436","746","null","null","2390","847","null","null","49","82","null","null","475","null","518","null","1866","null","752","null","2404","null","659","null","79","96","null","null","828","333","null","null","1497","null","547","null","5909","null","1489","null","2079","null","738","null","2381","821","null","null","1449","787","null","null","15323","1886","null","null","10845","null","1526","null","3780","null","1048","null","698","null","442","null","275","266","null","null","8359","1443","null","null","1192","null","555","null","378","null","405","null","37","null","61","null","777","370","null","null","998","520","null","null","580","null","288","null","203","null","203","null","215","null","281","null","1159","null","524","null","1063","496","null","null","96","123","null","null","0","null","211","null","1575","null","742","null","1516","null","737","null","59","108","null","null","0","211","null","null","3063","746","null","null","3063","null","746","null","0","null","211","null","0","null","211","null","372","354","null","null",
"0500000US13077","Coweta County, Georgia","35908","1710","null","null","27350","1648","null","null","1460","null","615","null","0","null","211","null","0","null","211","null","1460","615","null","null","1720","666","null","null","30","51","null","null","259","null","243","null","1431","null","622","null","3358","null","1105","null","320","284","null","null","1176","508","null","null","1862","null","837","null","5700","null","1017","null","1780","null","782","null","2658","840","null","null","1262","534","null","null","14615","1481","null","null","10909","null","1312","null","2749","null","783","null","957","null","519","null","497","337","null","null","8558","1241","null","null","1558","null","635","null","239","null","229","null","291","null","265","null","1028","573","null","null","1251","547","null","null","779","null","473","null","299","null","192","null","173","null","196","null","1347","null","475","null","1309","472","null","null","38","65","null","null","0","null","211","null","2028","null","539","null","2028","null","539","null","0","211","null","null","0","211","null","null","2006","616","null","null","2006","null","616","null","0","null","211","null","0","null","211","null","368","388","null","null",
"0500000US13089","DeKalb County, Georgia","146545","4558","null","null","108683","4037","null","null","6486","null","1277","null","38","null","64","null","0","null","211","null","6448","1270","null","null","10820","1478","null","null","180","296","null","null","731","null","421","null","9909","null","1508","null","15058","null","2312","null","808","449","null","null","3678","982","null","null","10572","null","2082","null","19249","null","2065","null","4553","null","913","null","8291","1498","null","null","6405","1535","null","null","56478","2719","null","null","40202","null","2330","null","13445","null","1645","null","2831","null","697","null","592","442","null","null","37862","2119","null","null","5257","null","1229","null","555","null","258","null","1257","null","492","null","3445","1088","null","null","5483","1000","null","null","3088","null","788","null","1836","null","640","null","559","null","304","null","5653","null","1122","null","4757","960","null","null","773","438","null","null","123","null","148","null","7511","null","1089","null","6773","null","1019","null","528","314","null","null","210","295","null","null","13682","1254","null","null","13452","null","1233","null","230","null","197","null","0","null","211","null","276","355","null","null",
"0500000US13095","Dougherty County, Georgia","16051","1183","null","null","8541","1199","null","null","981","null","412","null","0","null","211","null","0","null","211","null","981","412","null","null","1220","552","null","null","0","211","null","null","148","null","155","null","1072","null","583","null","1025","null","515","null","101","126","null","null","672","473","null","null","252","null","166","null","2278","null","740","null","1059","null","510","null","970","560","null","null","249","242","null","null","2792","823","null","null","2540","null","824","null","134","null","143","null","118","null","154","null","245","259","null","null","7510","893","null","null","1996","null","670","null","437","null","295","null","372","null","309","null","1187","504","null","null","1565","573","null","null","904","null","430","null","556","null","351","null","105","null","105","null","744","null","340","null","568","313","null","null","114","117","null","null","62","null","107","null","1417","null","423","null","1417","null","423","null","0","211","null","null","0","211","null","null","1670","636","null","null","1670","null","636","null","0","null","211","null","0","null","211","null","118","117","null","null",
"0500000US13097","Douglas County, Georgia","31346","2206","null","null","22700","2062","null","null","1681","null","851","null","0","null","211","null","0","null","211","null","1681","851","null","null","1847","610","null","null","78","114","null","null","366","null","275","null","1403","null","498","null","3253","null","812","null","169","132","null","null","1648","746","null","null","1436","null","482","null","6358","null","1199","null","1647","null","621","null","2944","882","null","null","1767","780","null","null","9561","1497","null","null","6476","null","1392","null","2703","null","755","null","382","null","276","null","0","211","null","null","8646","1479","null","null","1356","null","658","null","165","null","172","null","495","null","414","null","696","395","null","null","1660","648","null","null","1224","null","500","null","294","null","350","null","142","null","176","null","1039","null","493","null","1039","493","null","null","0","211","null","null","0","null","211","null","2372","null","1019","null","2372","null","1019","null","0","211","null","null","0","211","null","null","2123","684","null","null","2123","null","684","null","0","null","211","null","0","null","211","null","96","177","null","null",
