"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $200","GROSS RENT!!Occupied units paying rent!!$200 to $299","GROSS RENT!!Occupied units paying rent!!$300 to $499","GROSS RENT!!Occupied units paying rent!!$500 to $749","GROSS RENT!!Occupied units paying rent!!$750 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","13,901,594","12,758,648","1,142,946","1.3","3.9","","13,901,594","8,067,344","965,307","350,799","781,016","876,765","723,019","1,594,301","527,939","15,104","","13,901,594","179,632","1,623,930","1,493,455","2,140,655","2,499,782","1,899,109","1,890,857","867,110","1,307,064","","13,901,594","434,383","570,218","1,675,884","2,704,014","2,859,481","2,331,176","1,525,783","894,554","906,101","5.0","","13,901,594","497,513","1,954,552","3,917,124","4,612,793","2,310,390","609,222","","12,758,648","6,855,688","5,902,960","3.01","2.94","","12,758,648","5,340,409","3,842,919","1,805,101","882,846","555,579","331,794","","12,758,648","982,984","4,051,241","4,794,264","2,930,159","","12,758,648","8,249,834","406,961","3,323,498","30,061","1,597","221,127","29,734","45,421","450,415","","12,758,648","58,362","148,982","264,962","","12,758,648","11,710,871","706,632","341,145","","6,855,688","358,905","227,050","293,875","417,903","958,127","1,934,465","1,988,688","676,675","412,700","","6,855,688","4,929,106","1,926,582","","4,929,106","13,935","43,955","101,547","299,789","874,643","1,015,204","2,580,033","2,068","1,926,582","36,782","115,966","243,448","293,202","1,237,184","498","","4,901,097","1,550,030","759,386","603,666","443,915","1,544,100","28,009","1,902,874","882,535","341,432","188,099","123,064","80,033","56,992","230,719","23,708","","5,712,348","36,390","105,938","185,377","491,027","957,585","1,894,595","2,041,436","1,268","190,612","","5,594,601","510,006","593,598","679,847","635,074","526,790","2,649,286","308,359"
"    Percent","","13,901,594","91.8%","8.2%","(X)","(X)","","13,901,594","58.0%","6.9%","2.5%","5.6%","6.3%","5.2%","11.5%","3.8%","0.1%","","13,901,594","1.3%","11.7%","10.7%","15.4%","18.0%","13.7%","13.6%","6.2%","9.4%","","13,901,594","3.1%","4.1%","12.1%","19.5%","20.6%","16.8%","11.0%","6.4%","6.5%","(X)","","13,901,594","3.6%","14.1%","28.2%","33.2%","16.6%","4.4%","","12,758,648","53.7%","46.3%","(X)","(X)","","12,758,648","41.9%","30.1%","14.1%","6.9%","4.4%","2.6%","","12,758,648","7.7%","31.8%","37.6%","23.0%","","12,758,648","64.7%","3.2%","26.0%","0.2%","0.0%","1.7%","0.2%","0.4%","3.5%","","12,758,648","0.5%","1.2%","2.1%","","12,758,648","91.8%","5.5%","2.7%","","6,855,688","5.2%","3.3%","4.3%","6.1%","14.0%","28.2%","29.0%","9.9%","(X)","","6,855,688","71.9%","28.1%","","4,929,106","0.3%","0.9%","2.1%","6.1%","17.7%","20.6%","52.3%","(X)","1,926,582","1.9%","6.0%","12.6%","15.2%","64.2%","(X)","","4,901,097","31.6%","15.5%","12.3%","9.1%","31.5%","(X)","1,902,874","46.4%","17.9%","9.9%","6.5%","4.2%","3.0%","12.1%","(X)","","5,712,348","0.6%","1.9%","3.2%","8.6%","16.8%","33.2%","35.7%","(X)","(X)","","5,594,601","9.1%","10.6%","12.2%","11.4%","9.4%","47.4%","(X)"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,276,280","2,039,592","236,688","1.5","4.9","","2,276,280","1,421,189","162,811","35,096","75,395","103,825","133,664","240,293","102,341","1,666","","2,276,280","54,404","440,235","377,037","333,152","437,162","203,258","184,139","64,818","182,075","","2,276,280","43,397","80,909","236,377","350,586","363,043","325,141","268,699","227,408","380,720","5.7","","2,276,280","48,853","265,614","577,835","762,850","440,620","180,508","","2,039,592","1,302,533","737,059","2.64","2.45","","2,039,592","908,293","645,235","274,460","106,922","69,854","34,828","","2,039,592","115,221","629,140","816,059","479,172","","2,039,592","1,445,808","95,838","428,152","1,683","990","43,546","4,082","12,074","7,419","","2,039,592","6,426","15,856","42,781","","2,039,592","1,986,394","38,464","14,734","","1,302,533","78,551","61,298","110,099","193,001","351,595","330,911","149,270","27,808","255,200","","1,302,533","948,014","354,519","","948,014","2,868","12,573","36,505","107,469","294,656","242,824","251,119","1,536","354,519","3,061","22,368","58,655","82,318","188,117","416","","943,842","407,867","152,859","109,388","72,880","200,848","4,172","350,900","186,801","63,098","32,941","16,459","12,084","9,195","30,322","3,619","","711,281","7,899","16,790","27,984","117,054","175,259","238,983","127,312","1,020","25,778","","697,729","77,934","91,061","90,788","83,061","67,479","287,406","39,330"
"    Percent","","2,276,280","89.6%","10.4%","(X)","(X)","","2,276,280","62.4%","7.2%","1.5%","3.3%","4.6%","5.9%","10.6%","4.5%","0.1%","","2,276,280","2.4%","19.3%","16.6%","14.6%","19.2%","8.9%","8.1%","2.8%","8.0%","","2,276,280","1.9%","3.6%","10.4%","15.4%","15.9%","14.3%","11.8%","10.0%","16.7%","(X)","","2,276,280","2.1%","11.7%","25.4%","33.5%","19.4%","7.9%","","2,039,592","63.9%","36.1%","(X)","(X)","","2,039,592","44.5%","31.6%","13.5%","5.2%","3.4%","1.7%","","2,039,592","5.6%","30.8%","40.0%","23.5%","","2,039,592","70.9%","4.7%","21.0%","0.1%","0.0%","2.1%","0.2%","0.6%","0.4%","","2,039,592","0.3%","0.8%","2.1%","","2,039,592","97.4%","1.9%","0.7%","","1,302,533","6.0%","4.7%","8.5%","14.8%","27.0%","25.4%","11.5%","2.1%","(X)","","1,302,533","72.8%","27.2%","","948,014","0.3%","1.3%","3.9%","11.3%","31.1%","25.6%","26.5%","(X)","354,519","0.9%","6.3%","16.5%","23.2%","53.1%","(X)","","943,842","43.2%","16.2%","11.6%","7.7%","21.3%","(X)","350,900","53.2%","18.0%","9.4%","4.7%","3.4%","2.6%","8.6%","(X)","","711,281","1.1%","2.4%","3.9%","16.5%","24.6%","33.6%","17.9%","(X)","(X)","","697,729","11.2%","13.1%","13.0%","11.9%","9.7%","41.2%","(X)"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,493,632","1,355,817","137,815","1.8","6.7","","1,493,632","879,735","75,898","125,414","128,310","86,113","59,476","127,971","10,584","131","","1,493,632","12,930","103,275","114,472","201,051","196,724","201,780","217,580","105,536","340,284","","1,493,632","26,439","38,953","133,695","229,672","281,345","253,897","199,179","143,882","186,570","5.6","","1,493,632","28,027","189,475","402,400","547,845","255,759","70,126","","1,355,817","900,039","455,778","2.67","2.35","","1,355,817","435,639","437,564","220,652","119,223","74,665","68,074","","1,355,817","123,043","449,976","508,546","274,252","","1,355,817","464,748","49,540","212,031","576,948","2,087","34,478","554","11,670","3,761","","1,355,817","4,031","8,233","20,763","","1,355,817","1,330,966","18,373","6,478","","900,039","34,773","27,354","83,496","140,759","239,756","229,558","101,322","43,021","267,200","","900,039","628,902","271,137","","628,902","602","4,057","7,638","28,080","116,133","159,769","312,623","1,994","271,137","1,280","2,534","4,066","8,459","254,798","835","","626,734","233,484","102,565","77,106","50,391","163,188","2,168","267,825","75,927","52,192","34,157","23,653","18,474","12,912","50,510","3,312","","433,692","6,450","16,212","26,997","39,632","98,673","152,681","93,047","1,076","22,086","","422,969","48,450","46,816","51,977","49,062","40,021","186,643","32,809"
"    Percent","","1,493,632","90.8%","9.2%","(X)","(X)","","1,493,632","58.9%","5.1%","8.4%","8.6%","5.8%","4.0%","8.6%","0.7%","0.0%","","1,493,632","0.9%","6.9%","7.7%","13.5%","13.2%","13.5%","14.6%","7.1%","22.8%","","1,493,632","1.8%","2.6%","9.0%","15.4%","18.8%","17.0%","13.3%","9.6%","12.5%","(X)","","1,493,632","1.9%","12.7%","26.9%","36.7%","17.1%","4.7%","","1,355,817","66.4%","33.6%","(X)","(X)","","1,355,817","32.1%","32.3%","16.3%","8.8%","5.5%","5.0%","","1,355,817","9.1%","33.2%","37.5%","20.2%","","1,355,817","34.3%","3.7%","15.6%","42.6%","0.2%","2.5%","0.0%","0.9%","0.3%","","1,355,817","0.3%","0.6%","1.5%","","1,355,817","98.2%","1.4%","0.5%","","900,039","3.9%","3.0%","9.3%","15.6%","26.6%","25.5%","11.3%","4.8%","(X)","","900,039","69.9%","30.1%","","628,902","0.1%","0.6%","1.2%","4.5%","18.5%","25.4%","49.7%","(X)","271,137","0.5%","0.9%","1.5%","3.1%","94.0%","(X)","","626,734","37.3%","16.4%","12.3%","8.0%","26.0%","(X)","267,825","28.3%","19.5%","12.8%","8.8%","6.9%","4.8%","18.9%","(X)","","433,692","1.5%","3.7%","6.2%","9.1%","22.8%","35.2%","21.5%","(X)","(X)","","422,969","11.5%","11.1%","12.3%","11.6%","9.5%","44.1%","(X)"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","417,413","349,743","67,670","2.1","7.1","","417,413","246,575","58,286","7,166","10,043","16,316","24,713","16,714","37,554","46","","417,413","12,365","81,388","71,502","60,079","50,270","45,330","42,330","17,361","36,788","","417,413","2,684","4,196","23,115","52,955","78,401","79,568","65,918","47,042","63,534","6.1","","417,413","3,545","28,308","91,156","186,871","88,028","19,505","","349,743","245,808","103,935","2.64","2.52","","349,743","115,147","126,757","52,931","25,862","14,730","14,316","","349,743","21,745","121,865","135,534","70,599","","349,743","140,922","35,973","117,578","47,201","278","3,572","108","1,864","2,247","","349,743","1,242","2,048","7,334","","349,743","345,294","3,411","1,038","","245,808","17,649","13,156","25,269","41,737","72,969","58,006","14,305","2,717","230,500","","245,808","170,546","75,262","","170,546","132","2,884","7,046","23,276","56,298","41,639","39,271","1,460","75,262","371","3,708","12,955","15,242","42,986","439","","169,376","73,357","25,082","17,943","13,824","39,170","1,170","73,971","33,543","13,503","8,029","5,938","3,298","2,055","7,605","1,291","","99,114","1,011","2,339","4,185","11,035","28,799","38,775","12,970","1,024","4,821","","96,884","12,004","13,898","11,794","11,089","9,262","38,837","7,051"
"    Percent","","417,413","83.8%","16.2%","(X)","(X)","","417,413","59.1%","14.0%","1.7%","2.4%","3.9%","5.9%","4.0%","9.0%","0.0%","","417,413","3.0%","19.5%","17.1%","14.4%","12.0%","10.9%","10.1%","4.2%","8.8%","","417,413","0.6%","1.0%","5.5%","12.7%","18.8%","19.1%","15.8%","11.3%","15.2%","(X)","","417,413","0.8%","6.8%","21.8%","44.8%","21.1%","4.7%","","349,743","70.3%","29.7%","(X)","(X)","","349,743","32.9%","36.2%","15.1%","7.4%","4.2%","4.1%","","349,743","6.2%","34.8%","38.8%","20.2%","","349,743","40.3%","10.3%","33.6%","13.5%","0.1%","1.0%","0.0%","0.5%","0.6%","","349,743","0.4%","0.6%","2.1%","","349,743","98.7%","1.0%","0.3%","","245,808","7.2%","5.4%","10.3%","17.0%","29.7%","23.6%","5.8%","1.1%","(X)","","245,808","69.4%","30.6%","","170,546","0.1%","1.7%","4.1%","13.6%","33.0%","24.4%","23.0%","(X)","75,262","0.5%","4.9%","17.2%","20.3%","57.1%","(X)","","169,376","43.3%","14.8%","10.6%","8.2%","23.1%","(X)","73,971","45.3%","18.3%","10.9%","8.0%","4.5%","2.8%","10.3%","(X)","","99,114","1.0%","2.4%","4.2%","11.1%","29.1%","39.1%","13.1%","(X)","(X)","","96,884","12.4%","14.3%","12.2%","11.4%","9.6%","40.1%","(X)"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","306,184","277,378","28,806","1.7","5.4","","306,184","35,141","77,933","9,370","21,720","24,058","35,632","102,257","73","0","","306,184","7,268","28,782","6,960","13,430","25,300","34,371","39,047","38,075","112,951","","306,184","19,355","22,547","67,345","59,154","39,143","29,138","21,043","20,282","28,177","4.2","","306,184","24,386","99,945","83,976","60,529","25,200","12,148","","277,378","112,492","164,886","2.37","2.13","","277,378","135,466","73,555","31,693","14,317","11,616","10,731","","277,378","94,224","126,910","44,823","11,421","","277,378","153,799","2,802","110,659","5,032","0","41","203","1,250","3,592","","277,378","1,459","2,254","6,565","","277,378","268,086","5,116","4,176","","112,492","3,330","1,686","2,565","3,966","14,262","32,393","39,590","14,700","486,900","","112,492","85,550","26,942","","85,550","137","445","2,258","5,152","13,597","15,175","48,786","2,194","26,942","463","930","2,252","3,715","19,582","637","","85,278","40,130","13,042","9,502","5,989","16,615","272","26,062","11,140","5,022","2,896","1,490","1,089","607","3,818","880","","158,505","3,864","6,332","6,953","8,440","23,537","39,329","70,050","1,360","6,381","","154,321","19,802","18,939","20,947","19,579","11,467","63,587","10,565"
"    Percent","","306,184","90.6%","9.4%","(X)","(X)","","306,184","11.5%","25.5%","3.1%","7.1%","7.9%","11.6%","33.4%","0.0%","0.0%","","306,184","2.4%","9.4%","2.3%","4.4%","8.3%","11.2%","12.8%","12.4%","36.9%","","306,184","6.3%","7.4%","22.0%","19.3%","12.8%","9.5%","6.9%","6.6%","9.2%","(X)","","306,184","8.0%","32.6%","27.4%","19.8%","8.2%","4.0%","","277,378","40.6%","59.4%","(X)","(X)","","277,378","48.8%","26.5%","11.4%","5.2%","4.2%","3.9%","","277,378","34.0%","45.8%","16.2%","4.1%","","277,378","55.4%","1.0%","39.9%","1.8%","0.0%","0.0%","0.1%","0.5%","1.3%","","277,378","0.5%","0.8%","2.4%","","277,378","96.7%","1.8%","1.5%","","112,492","3.0%","1.5%","2.3%","3.5%","12.7%","28.8%","35.2%","13.1%","(X)","","112,492","76.0%","24.0%","","85,550","0.2%","0.5%","2.6%","6.0%","15.9%","17.7%","57.0%","(X)","26,942","1.7%","3.5%","8.4%","13.8%","72.7%","(X)","","85,278","47.1%","15.3%","11.1%","7.0%","19.5%","(X)","26,062","42.7%","19.3%","11.1%","5.7%","4.2%","2.3%","14.6%","(X)","","158,505","2.4%","4.0%","4.4%","5.3%","14.8%","24.8%","44.2%","(X)","(X)","","154,321","12.8%","12.3%","13.6%","12.7%","7.4%","41.2%","(X)"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
