"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US08069","Larimer County, Colorado","78924","2725","null","null","58141","2950","null","null","3093","878","null","null","0","null","201","null","0","201","null","null","3093","null","878","null","4422","954","null","null","211","null","223","null","202","null","205","null","4009","null","900","null","5679","1200","null","null","228","232","null","null","1576","577","null","null","3875","null","1049","null","14342","null","2413","null","2767","null","993","null","6372","1826","null","null","5203","1302","null","null","30224","null","2480","null","17270","null","1929","null","9912","null","1659","null","3042","1018","null","null","381","396","null","null","20783","1941","null","null","3191","null","788","null","467","null","256","null","784","null","437","null","1940","null","596","null","3766","684","null","null","2100","null","607","null","983","null","402","null","683","null","339","null","3128","806","null","null","2857","771","null","null","54","89","null","null","217","null","360","null","4456","null","1159","null","4339","1149","null","null","117","140","null","null","0","201","null","null","6242","null","1202","null","6242","null","1202","null","0","201","null","null","0","201","null","null","0","201","null","null",
"0500000US08077","Mesa County, Colorado","42723","2131","null","null","29395","2163","null","null","2146","769","null","null","38","null","62","null","0","201","null","null","2108","null","758","null","3285","911","null","null","291","null","330","null","260","null","233","null","2734","null","850","null","4076","958","null","null","466","313","null","null","562","260","null","null","3048","null","896","null","6165","null","1345","null","2387","null","1024","null","2186","679","null","null","1592","643","null","null","13349","null","1622","null","8531","null","1402","null","3806","null","1197","null","1012","568","null","null","374","328","null","null","13328","1374","null","null","3044","null","786","null","696","null","340","null","952","null","449","null","1396","null","608","null","2353","766","null","null","1840","null","657","null","485","null","332","null","28","null","47","null","2757","892","null","null","2661","875","null","null","96","168","null","null","0","null","201","null","2293","null","704","null","2293","704","null","null","0","201","null","null","0","201","null","null","2501","null","595","null","2501","null","595","null","0","201","null","null","0","201","null","null","380","297","null","null",
"0500000US08101","Pueblo County, Colorado","40641","1847","null","null","25764","1747","null","null","2261","559","null","null","0","null","201","null","27","48","null","null","2234","null","553","null","3763","879","null","null","25","null","44","null","634","null","369","null","3104","null","853","null","3578","899","null","null","494","315","null","null","1352","520","null","null","1732","null","637","null","6647","null","1124","null","2448","null","843","null","2926","660","null","null","1273","498","null","null","9485","null","1284","null","6095","null","1102","null","2962","null","892","null","428","272","null","null","30","51","null","null","14877","1381","null","null","3409","null","716","null","831","null","326","null","835","null","389","null","1743","null","554","null","4419","967","null","null","3350","null","867","null","898","null","436","null","171","null","211","null","1887","564","null","null","1712","531","null","null","143","114","null","null","32","null","53","null","2074","null","524","null","1984","498","null","null","90","110","null","null","0","201","null","null","2941","null","640","null","2941","null","640","null","0","201","null","null","0","201","null","null","147","138","null","null",
"0500000US08123","Weld County, Colorado","60874","2832","null","null","46395","2868","null","null","2105","791","null","null","0","null","201","null","0","201","null","null","2105","null","791","null","4652","1556","null","null","96","null","152","null","173","null","137","null","4383","null","1579","null","6775","1590","null","null","355","324","null","null","2053","805","null","null","4367","null","1318","null","10508","null","2076","null","1617","null","624","null","3925","1174","null","null","4966","1512","null","null","22254","null","2269","null","13890","null","2338","null","7325","null","1428","null","1039","596","null","null","101","100","null","null","14479","1912","null","null","3647","null","959","null","909","null","586","null","831","null","497","null","1907","null","799","null","3011","890","null","null","1836","null","634","null","1142","null","654","null","33","null","42","null","2125","734","null","null","1919","701","null","null","206","247","null","null","0","null","201","null","1883","null","613","null","1883","613","null","null","0","201","null","null","0","201","null","null","3598","null","952","null","3598","null","952","null","0","201","null","null","0","201","null","null","215","266","null","null",
"0500000US09001","Fairfield County, Connecticut","224687","4032","null","null","164242","4581","null","null","4427","1084","null","null","0","null","198","null","0","198","null","null","4427","null","1084","null","8947","1563","null","null","0","null","198","null","50","null","81","null","8897","null","1563","null","11554","1751","null","null","223","249","null","null","744","421","null","null","10587","null","1739","null","21669","null","2185","null","786","null","401","null","3561","903","null","null","17322","1931","null","null","116483","null","4020","null","44289","null","2960","null","37187","null","2824","null","35007","2618","null","null","1162","635","null","null","60445","2875","null","null","7109","null","1098","null","99","null","95","null","487","null","318","null","6523","null","1074","null","8824","1095","null","null","410","null","278","null","1592","null","453","null","6822","null","1020","null","7612","1123","null","null","2008","562","null","null","2808","602","null","null","2796","null","771","null","8619","null","1197","null","4458","802","null","null","3088","675","null","null","1073","521","null","null","27663","null","2284","null","24716","null","1992","null","2104","589","null","null","843","585","null","null","618","540","null","null",
"0500000US09003","Hartford County, Connecticut","225826","3621","null","null","157891","4015","null","null","6646","1295","null","null","0","null","198","null","0","198","null","null","6646","null","1295","null","9270","1442","null","null","0","null","198","null","425","null","297","null","8845","null","1375","null","14748","1942","null","null","315","249","null","null","2040","704","null","null","12393","null","1638","null","28762","null","2590","null","2363","null","548","null","10077","1803","null","null","16322","1734","null","null","98081","null","3472","null","47185","null","2404","null","37691","null","2832","null","13205","1664","null","null","384","293","null","null","67935","3018","null","null","9654","null","1506","null","504","null","280","null","435","null","210","null","8715","null","1560","null","11169","1363","null","null","930","null","329","null","4029","null","846","null","6210","null","1016","null","8778","1255","null","null","4144","1069","null","null","3380","704","null","null","1254","null","377","null","11013","null","1109","null","8552","1031","null","null","1977","545","null","null","484","242","null","null","26845","null","2017","null","26261","null","1892","null","513","409","null","null","71","118","null","null","476","263","null","null",
"0500000US09005","Litchfield County, Connecticut","58913","1957","null","null","41976","2019","null","null","2350","679","null","null","0","null","198","null","0","198","null","null","2350","null","679","null","2446","577","null","null","0","null","198","null","20","null","34","null","2426","null","577","null","3423","841","null","null","184","202","null","null","254","200","null","null","2985","null","794","null","6512","null","1164","null","809","null","349","null","1372","510","null","null","4331","993","null","null","27042","null","1907","null","11910","null","1670","null","10840","null","1391","null","4292","890","null","null","203","169","null","null","16937","1373","null","null","2750","null","770","null","55","null","72","null","98","null","110","null","2597","null","735","null","3275","726","null","null","370","null","243","null","1165","null","417","null","1740","null","568","null","2069","569","null","null","520","240","null","null","1276","478","null","null","273","null","194","null","3061","null","709","null","2272","521","null","null","583","380","null","null","206","189","null","null","5665","null","827","null","5452","null","800","null","190","182","null","null","23","39","null","null","117","128","null","null",
"0500000US09007","Middlesex County, Connecticut","47757","1940","null","null","31365","2341","null","null","1570","855","null","null","0","null","198","null","0","198","null","null","1570","null","855","null","1391","581","null","null","0","null","198","null","0","null","198","null","1391","null","581","null","1714","532","null","null","0","198","null","null","201","166","null","null","1513","null","519","null","4509","null","1056","null","237","null","214","null","898","456","null","null","3374","893","null","null","22095","null","2029","null","10945","null","1629","null","7177","null","1175","null","3973","904","null","null","86","143","null","null","16392","1630","null","null","1059","null","426","null","0","null","198","null","89","null","152","null","970","null","395","null","2948","757","null","null","267","null","320","null","1249","null","450","null","1432","null","516","null","2112","535","null","null","711","393","null","null","839","383","null","null","562","null","311","null","3092","null","935","null","2387","854","null","null","396","259","null","null","309","408","null","null","7141","null","1310","null","7020","null","1316","null","115","142","null","null","6","11","null","null","40","67","null","null",
"0500000US09009","New Haven County, Connecticut","207792","4228","null","null","146817","4311","null","null","4819","1040","null","null","0","null","198","null","0","198","null","null","4819","null","1040","null","9673","1631","null","null","125","null","99","null","288","null","239","null","9260","null","1572","null","13385","1854","null","null","244","192","null","null","991","560","null","null","12150","null","1802","null","28582","null","2549","null","2297","null","741","null","6892","1123","null","null","19393","2456","null","null","89752","null","3401","null","38860","null","2866","null","35262","null","2346","null","15630","1731","null","null","606","347","null","null","60975","2792","null","null","8368","null","1022","null","77","null","93","null","401","null","298","null","7890","null","1014","null","10404","1573","null","null","851","null","337","null","2444","null","651","null","7109","null","1386","null","8874","1268","null","null","2068","526","null","null","5080","1000","null","null","1726","null","621","null","11861","null","1447","null","9454","1273","null","null","2277","557","null","null","130","138","null","null","21173","null","2105","null","20736","null","2057","null","356","213","null","null","81","117","null","null","295","200","null","null",
"0500000US09011","New London County, Connecticut","74577","2441","null","null","50671","2513","null","null","1782","666","null","null","229","null","369","null","0","198","null","null","1553","null","577","null","3309","924","null","null","0","null","198","null","42","null","69","null","3267","null","932","null","5017","1135","null","null","251","203","null","null","644","375","null","null","4122","null","1058","null","7927","null","1519","null","1239","null","559","null","2139","614","null","null","4549","1167","null","null","32252","null","2282","null","15058","null","1759","null","11412","null","1504","null","5782","1171","null","null","384","358","null","null","23906","1771","null","null","2711","null","753","null","51","null","78","null","72","null","86","null","2588","null","760","null","3936","756","null","null","375","null","275","null","1605","null","466","null","1956","null","546","null","3326","872","null","null","2147","675","null","null","861","461","null","null","318","null","202","null","4446","null","885","null","4085","862","null","null","247","177","null","null","114","105","null","null","8841","null","1270","null","8638","null","1240","null","203","190","null","null","0","198","null","null","646","348","null","null",
"0500000US09013","Tolland County, Connecticut","39669","1702","null","null","28236","2056","null","null","807","445","null","null","0","null","198","null","0","198","null","null","807","null","445","null","1092","497","null","null","0","null","198","null","145","null","180","null","947","null","467","null","2090","866","null","null","52","87","null","null","514","480","null","null","1524","null","702","null","3725","null","730","null","323","null","295","null","1320","513","null","null","2082","649","null","null","20522","null","1700","null","9068","null","1289","null","8683","null","1513","null","2771","755","null","null","0","198","null","null","11433","1389","null","null","788","null","496","null","37","null","65","null","0","null","198","null","751","null","496","null","1762","525","null","null","114","null","114","null","472","null","220","null","1176","null","519","null","1261","513","null","null","587","282","null","null","498","326","null","null","176","null","237","null","1938","null","624","null","1597","598","null","null","341","392","null","null","0","198","null","null","5461","null","1026","null","5367","null","1006","null","94","150","null","null","0","198","null","null","223","362","null","null",
"0500000US09015","Windham County, Connecticut","31838","1400","null","null","23174","1765","null","null","1384","486","null","null","0","null","198","null","0","198","null","null","1384","null","486","null","1780","624","null","null","0","null","198","null","0","null","198","null","1780","null","624","null","2312","753","null","null","60","95","null","null","335","257","null","null","1917","null","645","null","5832","null","1115","null","559","null","335","null","2419","795","null","null","2854","649","null","null","11835","null","1750","null","6773","null","1206","null","3267","null","821","null","1795","870","null","null","31","52","null","null","8664","906","null","null","1437","null","416","null","46","null","80","null","55","null","70","null","1336","null","423","null","1869","506","null","null","332","null","232","null","1045","null","433","null","492","null","318","null","1752","532","null","null","1345","481","null","null","354","263","null","null","53","null","89","null","1308","null","435","null","1232","418","null","null","76","124","null","null","0","198","null","null","2298","null","596","null","2222","null","558","null","76","125","null","null","0","198","null","null","0","198","null","null",
"0500000US10001","Kent County, Delaware","39697","1632","null","null","25891","1599","null","null","1377","617","null","null","0","null","192","null","0","192","null","null","1377","null","617","null","1418","446","null","null","0","null","192","null","175","null","159","null","1243","null","407","null","4033","973","null","null","346","271","null","null","525","295","null","null","3162","null","827","null","6220","null","1223","null","1232","null","462","null","1871","669","null","null","3117","821","null","null","12747","null","1697","null","7488","null","1338","null","4140","null","899","null","1119","469","null","null","96","85","null","null","13806","1492","null","null","2976","null","929","null","1044","null","638","null","451","null","226","null","1481","null","614","null","2561","631","null","null","1748","null","613","null","600","null","259","null","213","null","184","null","2200","549","null","null","2038","520","null","null","162","126","null","null","0","null","192","null","2736","null","679","null","2654","660","null","null","82","139","null","null","0","192","null","null","3302","null","827","null","2972","null","674","null","330","495","null","null","0","192","null","null","31","53","null","null",
"0500000US10003","New Castle County, Delaware","139484","3471","null","null","104055","3762","null","null","4440","1092","null","null","0","null","192","null","20","33","null","null","4420","null","1094","null","7754","1317","null","null","333","null","321","null","397","null","330","null","7024","null","1202","null","10069","1218","null","null","308","197","null","null","2172","724","null","null","7589","null","1235","null","19298","null","2212","null","3118","null","755","null","8287","1815","null","null","7893","1316","null","null","61828","null","2972","null","35721","null","2565","null","20269","null","2171","null","5838","1173","null","null","666","398","null","null","35429","2289","null","null","4916","null","896","null","996","null","479","null","652","null","279","null","3268","null","779","null","5772","946","null","null","3532","null","677","null","1330","null","432","null","910","null","455","null","5478","853","null","null","4346","745","null","null","1019","459","null","null","113","null","138","null","5871","null","1065","null","5792","1056","null","null","79","99","null","null","0","192","null","null","13307","null","1556","null","13119","null","1547","null","188","223","null","null","0","192","null","null","85","99","null","null",
"0500000US10005","Sussex County, Delaware","59379","2631","null","null","36592","2358","null","null","2555","711","null","null","0","null","192","null","102","172","null","null","2453","null","701","null","4577","1009","null","null","169","null","147","null","418","null","227","null","3990","null","1036","null","5123","1181","null","null","642","355","null","null","1314","667","null","null","3167","null","867","null","8010","null","1311","null","1597","null","620","null","3097","942","null","null","3316","598","null","null","16309","null","1794","null","8609","null","1350","null","5624","null","1040","null","2076","857","null","null","18","30","null","null","22787","1662","null","null","3898","null","799","null","946","null","488","null","727","null","415","null","2225","null","681","null","4450","885","null","null","2415","null","721","null","1121","null","443","null","914","null","390","null","3744","793","null","null","3414","758","null","null","238","134","null","null","92","null","109","null","5302","null","888","null","5187","902","null","null","115","144","null","null","0","192","null","null","5204","null","775","null","5204","null","775","null","0","192","null","null","0","192","null","null","189","150","null","null",
"0500000US11001","District of Columbia, District of Columbia","110625","3425","null","null","87297","3574","null","null","3692","769","null","null","0","null","200","null","47","57","null","null","3645","null","764","null","4734","1137","null","null","75","null","88","null","120","null","114","null","4539","null","1137","null","6306","1319","null","null","155","146","null","null","604","337","null","null","5547","null","1161","null","12535","null","1622","null","1697","null","545","null","3190","774","null","null","7648","1326","null","null","59667","null","2929","null","30446","null","2335","null","19585","null","1889","null","9636","1442","null","null","363","262","null","null","23328","1822","null","null","2768","null","642","null","194","null","140","null","648","null","252","null","1926","null","556","null","2918","701","null","null","1583","null","497","null","620","null","272","null","715","null","407","null","2681","629","null","null","2116","548","null","null","422","263","null","null","143","null","143","null","3326","null","777","null","3064","753","null","null","239","234","null","null","23","37","null","null","11390","null","1283","null","11105","null","1251","null","212","179","null","null","73","119","null","null","245","172","null","null",
"0500000US12001","Alachua County, Florida","48347","2580","null","null","30967","2534","null","null","1880","726","null","null","0","null","238","null","0","238","null","null","1880","null","726","null","3063","959","null","null","0","null","238","null","249","null","249","null","2814","null","951","null","2503","685","null","null","138","134","null","null","664","344","null","null","1701","null","573","null","6909","null","1328","null","1833","null","751","null","2758","885","null","null","2318","782","null","null","16090","null","1949","null","9207","null","1514","null","4870","null","1143","null","2013","769","null","null","522","515","null","null","17380","1448","null","null","2343","null","589","null","773","null","314","null","545","null","313","null","1025","null","394","null","3715","936","null","null","2933","null","849","null","594","null","332","null","188","null","167","null","3164","898","null","null","2802","844","null","null","302","316","null","null","60","null","101","null","2928","null","704","null","2768","664","null","null","106","177","null","null","54","92","null","null","5063","null","951","null","5063","null","951","null","0","238","null","null","0","238","null","null","167","184","null","null",
"0500000US12005","Bay County, Florida","43511","2412","null","null","27243","2712","null","null","2328","1247","null","null","0","null","238","null","0","238","null","null","2328","null","1247","null","2807","914","null","null","19","null","32","null","403","null","304","null","2385","null","805","null","4662","1030","null","null","428","320","null","null","1416","586","null","null","2818","null","881","null","5809","null","1687","null","1537","null","720","null","2396","1014","null","null","1876","997","null","null","11637","null","2153","null","7282","null","1689","null","2458","null","1025","null","1897","936","null","null","0","238","null","null","16268","1850","null","null","3221","null","835","null","591","null","398","null","465","null","292","null","2165","null","799","null","3252","1166","null","null","1971","null","788","null","976","null","672","null","305","null","237","null","3044","1198","null","null","2620","1173","null","null","282","274","null","null","142","null","150","null","3218","null","1173","null","3179","1179","null","null","0","238","null","null","39","65","null","null","3026","null","881","null","2937","null","882","null","89","154","null","null","0","238","null","null","507","427","null","null",
"0500000US12009","Brevard County, Florida","157470","4950","null","null","99990","5157","null","null","9111","1578","null","null","0","null","238","null","91","113","null","null","9020","null","1552","null","13316","1777","null","null","503","null","398","null","2299","null","752","null","10514","null","1650","null","15452","2400","null","null","1025","521","null","null","4021","1261","null","null","10406","null","2033","null","21449","null","2798","null","4616","null","949","null","9721","2057","null","null","7112","1646","null","null","40305","null","2931","null","25744","null","2212","null","10194","null","1616","null","4367","1210","null","null","357","266","null","null","57480","3609","null","null","10439","null","1533","null","1683","null","589","null","2623","null","733","null","6133","null","1484","null","12173","1925","null","null","7682","null","1524","null","3124","null","915","null","1367","null","562","null","9967","1814","null","null","7954","1490","null","null","1767","927","null","null","246","null","314","null","9949","null","1449","null","9536","1402","null","null","346","279","null","null","67","111","null","null","13908","null","1972","null","13908","null","1972","null","0","238","null","null","0","238","null","null","1044","693","null","null",
"0500000US12011","Broward County, Florida","427804","6719","null","null","300055","7783","null","null","27533","2939","null","null","0","null","238","null","22","37","null","null","27511","null","2938","null","35219","3308","null","null","1004","null","1268","null","1629","null","490","null","32586","null","3227","null","34555","3348","null","null","820","398","null","null","5754","1103","null","null","27981","null","3112","null","60246","null","4723","null","6910","null","1294","null","18093","2319","null","null","35243","4216","null","null","140358","null","5562","null","65286","null","4081","null","47187","null","3888","null","27885","3321","null","null","2144","931","null","null","127749","5346","null","null","31949","null","3459","null","1959","null","766","null","4334","null","1146","null","25656","null","3154","null","26325","2913","null","null","7189","null","1326","null","10650","null","1892","null","8486","null","1888","null","18547","2480","null","null","12688","1909","null","null","4225","1107","null","null","1634","null","729","null","18749","null","2389","null","16876","2382","null","null","1335","580","null","null","538","509","null","null","29362","null","2465","null","27142","null","2326","null","1717","860","null","null","503","310","null","null","2817","965","null","null",
"0500000US12015","Charlotte County, Florida","53067","3628","null","null","24984","3044","null","null","2304","843","null","null","0","null","238","null","0","238","null","null","2304","null","843","null","4937","1363","null","null","113","null","148","null","589","null","369","null","4235","null","1359","null","4496","1301","null","null","222","198","null","null","1583","741","null","null","2691","null","1127","null","5749","null","1506","null","822","null","398","null","2612","1007","null","null","2315","1076","null","null","7366","null","1760","null","3926","null","1291","null","2195","null","790","null","1245","820","null","null","132","163","null","null","28083","2804","null","null","5191","null","1329","null","744","null","597","null","2628","null","1034","null","1819","null","766","null","6734","1354","null","null","2795","null","853","null","2617","null","964","null","1322","null","908","null","6174","1480","null","null","5944","1450","null","null","152","188","null","null","78","null","133","null","4118","null","1405","null","4118","1405","null","null","0","238","null","null","0","238","null","null","5610","null","1705","null","5610","null","1705","null","0","238","null","null","0","238","null","null","256","226","null","null",
"0500000US12017","Citrus County, Florida","48781","2844","null","null","22532","2715","null","null","2558","1101","null","null","0","null","238","null","233","317","null","null","2325","null","1062","null","3883","1215","null","null","0","null","238","null","434","null","318","null","3449","null","1124","null","3021","1143","null","null","817","581","null","null","843","496","null","null","1361","null","932","null","5315","null","1462","null","2031","null","870","null","1703","831","null","null","1581","834","null","null","7043","null","1636","null","4996","null","1447","null","1169","null","631","null","878","653","null","null","712","716","null","null","26249","2633","null","null","5453","null","1345","null","1580","null","759","null","1076","null","658","null","2797","null","989","null","8831","2098","null","null","5593","null","1765","null","2507","null","1392","null","731","null","556","null","4552","1327","null","null","4453","1295","null","null","99","171","null","null","0","null","238","null","3411","null","906","null","3024","842","null","null","387","462","null","null","0","238","null","null","3541","null","1536","null","3541","null","1536","null","0","238","null","null","0","238","null","null","461","337","null","null",
"0500000US12019","Clay County, Florida","51226","3168","null","null","37504","2998","null","null","2313","1119","null","null","0","null","238","null","0","238","null","null","2313","null","1119","null","3602","1126","null","null","40","null","71","null","408","null","348","null","3154","null","1136","null","5144","1375","null","null","808","639","null","null","1559","780","null","null","2777","null","1011","null","7967","null","1928","null","2873","null","1107","null","2994","1117","null","null","2100","986","null","null","17607","null","2422","null","9446","null","1808","null","7756","null","1840","null","405","357","null","null","871","825","null","null","13722","2045","null","null","2793","null","1122","null","905","null","498","null","602","null","650","null","1286","null","718","null","2646","1282","null","null","2311","null","1212","null","335","null","340","null","0","null","238","null","2417","911","null","null","2180","870","null","null","237","244","null","null","0","null","238","null","1766","null","647","null","1726","635","null","null","40","68","null","null","0","238","null","null","4022","null","1281","null","4022","null","1281","null","0","238","null","null","0","238","null","null","78","143","null","null",
"0500000US12021","Collier County, Florida","91261","3930","null","null","49428","3515","null","null","4049","1267","null","null","0","null","238","null","0","238","null","null","4049","null","1267","null","5939","1436","null","null","96","null","157","null","371","null","381","null","5472","null","1357","null","7374","1806","null","null","117","215","null","null","1227","702","null","null","6030","null","1413","null","11206","null","2015","null","1353","null","823","null","3307","998","null","null","6546","1606","null","null","20325","null","2598","null","8962","null","1670","null","6368","null","1613","null","4995","1348","null","null","535","459","null","null","41833","3260","null","null","5646","null","1296","null","312","null","289","null","1160","null","747","null","4174","null","1206","null","7571","1831","null","null","2816","null","1268","null","1890","null","745","null","2865","null","946","null","5642","1390","null","null","3714","1208","null","null","1373","557","null","null","555","null","356","null","7130","null","1736","null","5457","1738","null","null","981","493","null","null","692","449","null","null","15309","null","2424","null","14666","null","2359","null","509","372","null","null","134","180","null","null","535","453","null","null",
"0500000US12023","Columbia County, Florida","15097","1431","null","null","6966","1227","null","null","409","287","null","null","0","null","238","null","61","105","null","null","348","null","266","null","1823","806","null","null","73","null","122","null","424","null","420","null","1326","null","705","null","1314","565","null","null","547","324","null","null","350","324","null","null","417","null","372","null","1706","null","747","null","802","null","640","null","681","390","null","null","223","270","null","null","1647","null","669","null","677","null","425","null","685","null","475","null","285","210","null","null","67","115","null","null","8131","1402","null","null","2405","null","1004","null","492","null","331","null","1275","null","843","null","638","null","435","null","1198","556","null","null","822","null","476","null","376","null","316","null","0","null","238","null","1459","715","null","null","1459","715","null","null","0","238","null","null","0","null","238","null","1835","null","880","null","1835","880","null","null","0","238","null","null","0","238","null","null","1234","null","594","null","1234","null","594","null","0","238","null","null","0","238","null","null","0","238","null","null",
"0500000US12031","Duval County, Florida","205335","4784","null","null","146995","4629","null","null","13894","2287","null","null","0","null","238","null","171","170","null","null","13723","null","2291","null","17934","2783","null","null","413","null","293","null","1540","null","675","null","15981","null","2535","null","19673","2831","null","null","2091","1217","null","null","5186","1510","null","null","12396","null","2130","null","31443","null","3286","null","5661","null","1177","null","13808","2044","null","null","11974","2301","null","null","63019","null","3844","null","33799","null","3344","null","23420","null","3217","null","5800","1470","null","null","1032","691","null","null","58340","3110","null","null","11614","null","1760","null","1263","null","484","null","1690","null","486","null","8661","null","1580","null","12220","1747","null","null","6520","null","1139","null","3722","null","1021","null","1978","null","774","null","9259","1727","null","null","8197","1638","null","null","798","341","null","null","264","null","210","null","9078","null","1660","null","8592","1573","null","null","306","249","null","null","180","302","null","null","15041","null","1686","null","14876","null","1716","null","146","168","null","null","19","31","null","null","1128","709","null","null",
"0500000US12033","Escambia County, Florida","71452","3108","null","null","43207","3014","null","null","4059","1094","null","null","0","null","238","null","0","238","null","null","4059","null","1094","null","7738","1654","null","null","245","null","210","null","1174","null","515","null","6319","null","1562","null","5029","1211","null","null","655","363","null","null","1746","641","null","null","2628","null","962","null","9135","null","1905","null","2769","null","927","null","4878","1434","null","null","1488","672","null","null","17015","null","2271","null","10931","null","1886","null","4645","null","1049","null","1439","641","null","null","231","242","null","null","28245","2438","null","null","6320","null","1141","null","1963","null","659","null","1227","null","459","null","3130","null","851","null","5134","1025","null","null","3352","null","825","null","1308","null","457","null","474","null","424","null","5614","1119","null","null","4992","1148","null","null","622","427","null","null","0","null","238","null","5443","null","1308","null","5300","1286","null","null","77","129","null","null","66","107","null","null","5424","null","1291","null","5424","null","1291","null","0","238","null","null","0","238","null","null","310","368","null","null",
"0500000US12035","Flagler County, Florida","26159","2874","null","null","16390","2809","null","null","1705","1127","null","null","0","null","238","null","0","238","null","null","1705","null","1127","null","2817","1608","null","null","0","null","238","null","229","null","410","null","2588","null","1521","null","1624","1084","null","null","250","291","null","null","564","612","null","null","810","null","749","null","4079","null","1500","null","1057","null","860","null","1760","908","null","null","1262","849","null","null","6088","null","1777","null","2305","null","1435","null","2575","null","1078","null","1208","800","null","null","77","138","null","null","9769","2044","null","null","3303","null","1149","null","848","null","677","null","691","null","567","null","1764","null","855","null","1051","569","null","null","725","null","576","null","326","null","294","null","0","null","238","null","1818","867","null","null","1726","865","null","null","92","151","null","null","0","null","238","null","2237","null","1359","null","2237","1359","null","null","0","238","null","null","0","238","null","null","1360","null","834","null","1360","null","834","null","0","238","null","null","0","238","null","null","0","238","null","null",
"0500000US12053","Hernando County, Florida","57004","2441","null","null","34682","2492","null","null","3915","1140","null","null","0","null","238","null","0","238","null","null","3915","null","1140","null","6840","1319","null","null","247","null","252","null","834","null","478","null","5759","null","1290","null","6321","1548","null","null","1219","631","null","null","1472","805","null","null","3630","null","1125","null","9298","null","1747","null","2662","null","830","null","4014","1188","null","null","2622","1003","null","null","7954","null","1709","null","5339","null","1343","null","1856","null","794","null","759","482","null","null","354","295","null","null","22322","1910","null","null","5244","null","1089","null","1384","null","658","null","2026","null","721","null","1834","null","660","null","5060","1153","null","null","3684","null","1001","null","1038","null","481","null","338","null","248","null","4687","1051","null","null","4081","1008","null","null","518","427","null","null","88","null","143","null","4404","null","1047","null","4234","1015","null","null","170","199","null","null","0","238","null","null","2727","null","943","null","2727","null","943","null","0","238","null","null","0","238","null","null","200","230","null","null",
