Label (Grouping),HOUSEHOLDS BY TYPE,HOUSEHOLDS BY TYPE!!Total households,HOUSEHOLDS BY TYPE!!Family households (families),HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years,HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family,HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years,"HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years",HOUSEHOLDS BY TYPE!!Nonfamily households,HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone,HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over,HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years,HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE!!Average household size,HOUSEHOLDS BY TYPE!!Average family size,RELATIONSHIP,RELATIONSHIP!!Population in households,RELATIONSHIP!!Householder,RELATIONSHIP!!Spouse,RELATIONSHIP!!Child,RELATIONSHIP!!Other relatives,RELATIONSHIP!!Nonrelatives,RELATIONSHIP!!Nonrelatives!!Unmarried partner,MARITAL STATUS,MARITAL STATUS!!Males 15 years and over,MARITAL STATUS!!Never married,"MARITAL STATUS!!Now married, except separated",MARITAL STATUS!!Separated,MARITAL STATUS!!Widowed,MARITAL STATUS!!Divorced,MARITAL STATUS!!Females 15 years and over,MARITAL STATUS!!Never married_1,"MARITAL STATUS!!Now married, except separated_2",MARITAL STATUS!!Separated_3,MARITAL STATUS!!Widowed_4,MARITAL STATUS!!Divorced_5,FERTILITY,FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,"FERTILITY!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Per 1,000 women 15 to 50 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",GRANDPARENTS,GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,GRANDPARENTS!!Responsible for grandchildren,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,GRANDPARENTS!!Who are female,GRANDPARENTS!!Who are married,SCHOOL ENROLLMENT,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"SCHOOL ENROLLMENT!!Nursery school, preschool",SCHOOL ENROLLMENT!!Kindergarten,SCHOOL ENROLLMENT!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!High school (grades 9-12),SCHOOL ENROLLMENT!!College or graduate school,EDUCATIONAL ATTAINMENT,EDUCATIONAL ATTAINMENT!!Population 25 years and over,EDUCATIONAL ATTAINMENT!!Less than 9th grade,"EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),"EDUCATIONAL ATTAINMENT!!Some college, no degree",EDUCATIONAL ATTAINMENT!!Associate's degree,EDUCATIONAL ATTAINMENT!!Bachelor's degree,EDUCATIONAL ATTAINMENT!!Graduate or professional degree,EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,VETERAN STATUS,VETERAN STATUS!!Civilian population 18 years and over,VETERAN STATUS!!Civilian veterans,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_6,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_7,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability_8,RESIDENCE 1 YEAR AGO,RESIDENCE 1 YEAR AGO!!Population 1 year and over,RESIDENCE 1 YEAR AGO!!Same house,RESIDENCE 1 YEAR AGO!!Different house in the U.S.,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state,RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state,RESIDENCE 1 YEAR AGO!!Abroad,PLACE OF BIRTH,PLACE OF BIRTH!!Total population,PLACE OF BIRTH!!Native,PLACE OF BIRTH!!Native!!Born in United States,PLACE OF BIRTH!!Native!!Born in United States!!State of residence,PLACE OF BIRTH!!Native!!Born in United States!!Different state,"PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",PLACE OF BIRTH!!Foreign born,U.S. CITIZENSHIP STATUS,U.S. CITIZENSHIP STATUS!!Foreign-born population,U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen,U.S. CITIZENSHIP STATUS!!Not a U.S. citizen,YEAR OF ENTRY,YEAR OF ENTRY!!Population born outside the United States,YEAR OF ENTRY!!Native,YEAR OF ENTRY!!Entered 2000 or later,YEAR OF ENTRY!!Entered before 2000,YEAR OF ENTRY!!Foreign born,YEAR OF ENTRY!!Entered 2000 or later_9,YEAR OF ENTRY!!Entered before 2000_10,WORLD REGION OF BIRTH OF FOREIGN BORN,"WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe,WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia,WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa,WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania,WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America,WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America,LANGUAGE SPOKEN AT HOME,LANGUAGE SPOKEN AT HOME!!Population 5 years and over,LANGUAGE SPOKEN AT HOME!!English only,LANGUAGE SPOKEN AT HOME!!Language other than English,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""",LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages,"LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""",ANCESTRY,ANCESTRY!!Total population,ANCESTRY!!American,ANCESTRY!!Arab,ANCESTRY!!Czech,ANCESTRY!!Danish,ANCESTRY!!Dutch,ANCESTRY!!English,ANCESTRY!!French (except Basque),ANCESTRY!!French Canadian,ANCESTRY!!German,ANCESTRY!!Greek,ANCESTRY!!Hungarian,ANCESTRY!!Irish,ANCESTRY!!Italian,ANCESTRY!!Lithuanian,ANCESTRY!!Norwegian,ANCESTRY!!Polish,ANCESTRY!!Portuguese,ANCESTRY!!Russian,ANCESTRY!!Scotch-Irish,ANCESTRY!!Scottish,ANCESTRY!!Slovak,ANCESTRY!!Subsaharan African,ANCESTRY!!Swedish,ANCESTRY!!Swiss,ANCESTRY!!Ukrainian,ANCESTRY!!Welsh,ANCESTRY!!West Indian (excluding Hispanic origin groups)
Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2520419,1590257,725898,1166204,498547,100400,45431,323653,181920,930162,736320,266435,785322,641948,2.51,3.13,,6318372,2520419,1165984,1872470,346751,412748,167790,,2579221,997032,1265334,40584,70154,206117,2819768,936885,1244098,68530,257030,313225,,79068,24912,26,47,12,79,30,,112199,31124,,5066,6240,6848,12970,31124,20441,21909,,1758536,110930,84915,630172,341574,590945,,4458898,220010,265391,1168464,728540,337594,992307,746592,(X),(X),,5135613,398252,,6478067,699252,1414746,59452,4199533,354378,863788,285422,,6489250,5583650,846786,533140,313646,173484,140162,58814,,6557254,5573690,5414181,4134464,1279717,159509,983564,,983564,472990,510574,,1143073,159509,42866,116643,983564,374605,608959,,983516,231050,285862,77375,2993,356040,30196,,6190919,4849884,1341035,546663,484965,210877,555058,204859,230616,111299,70396,19628,,6557254,211334,67643,10725,12874,45130,706577,516110,257393,423503,83943,23133,1521511,889338,51763,34872,326749,314493,126183,45868,163574,6234,114674,123920,12503,23381,22854,121285
    Percent,,2520419,0.631,0.288,0.463,0.198,0.04,0.018,0.128,0.072,0.369,0.292,0.106,0.312,0.255,(X),(X),,6318372,0.399,0.185,0.296,0.055,0.065,0.027,,2579221,0.387,0.491,0.016,0.027,0.08,2819768,0.332,0.441,0.024,0.091,0.111,,79068,0.315,(X),(X),(X),(X),(X),,112199,0.277,,0.045,0.056,0.061,0.116,31124,0.657,0.704,,1758536,0.063,0.048,0.358,0.194,0.336,,4458898,0.049,0.06,0.262,0.163,0.076,0.223,0.167,89.1%,39.0%,,5135613,0.078,,6478067,0.108,1414746,0.042,4199533,0.084,863788,0.33,,6489250,0.86,0.13,0.082,0.048,0.027,0.022,0.009,,6557254,0.85,0.826,0.631,0.195,0.024,0.15,,983564,0.481,0.519,,1143073,159509,0.269,0.731,983564,0.381,0.619,,983516,0.235,0.291,0.079,0.003,0.362,0.031,,6190919,0.783,0.217,0.088,0.078,0.034,0.09,0.033,0.037,0.018,0.011,0.003,,6557254,0.032,0.01,0.002,0.002,0.007,0.108,0.079,0.039,0.065,0.013,0.004,0.232,0.136,0.008,0.005,0.05,0.048,0.019,0.007,0.025,0.001,0.017,0.019,0.002,0.004,0.003,0.018
Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,3806621,2508780,1085689,1845094,718440,168337,83509,495349,283740,1297841,1090126,386449,1194466,964216,2.53,3.13,,9648506,3806621,1843402,2981957,513276,503250,211820,,3875107,1350832,1958703,49882,106286,409404,4099384,1188244,1935759,66783,396897,511701,,128835,52505,40,54,24,105,23,,181567,72701,,17140,20928,11684,22949,72701,46317,48096,,2711955,136714,130806,1043957,578081,822397,,6569801,228553,512569,2032219,1592131,549148,1023760,631421,(X),(X),,7538643,692922,,9763683,1324841,2331475,114301,6106494,714665,1325714,495875,,9762127,8310098,1408050,929960,478090,361941,116149,43979,,9877574,9289827,9230760,7561357,1669403,59067,587747,,587747,288460,299287,,646814,59067,14426,44641,587747,218726,369021,,587747,132978,270131,24640,2228,118387,39383,,9285194,8486434,798760,287457,254503,94176,260966,72767,132528,57851,150763,62663,,9877574,501331,153713,49810,37564,481878,965111,482780,162407,2144855,47336,99942,1151178,451397,28378,78918,867260,7512,69886,78830,227372,26969,51995,157691,22472,38416,45234,15195
    Percent,,3806621,0.659,0.285,0.485,0.189,0.044,0.022,0.13,0.075,0.341,0.286,0.102,0.314,0.253,(X),(X),,9648506,0.395,0.191,0.309,0.053,0.052,0.022,,3875107,0.349,0.505,0.013,0.027,0.106,4099384,0.29,0.472,0.016,0.097,0.125,,128835,0.408,(X),(X),(X),(X),(X),,181567,0.4,,0.094,0.115,0.064,0.126,72701,0.637,0.662,,2711955,0.05,0.048,0.385,0.213,0.303,,6569801,0.035,0.078,0.309,0.242,0.084,0.156,0.096,88.7%,25.2%,,7538643,0.092,,9763683,0.136,2331475,0.049,6106494,0.117,1325714,0.374,,9762127,0.851,0.144,0.095,0.049,0.037,0.012,0.005,,9877574,0.94,0.935,0.766,0.169,0.006,0.06,,587747,0.491,0.509,,646814,59067,0.244,0.756,587747,0.372,0.628,,587747,0.226,0.46,0.042,0.004,0.201,0.067,,9285194,0.914,0.086,0.031,0.027,0.01,0.028,0.008,0.014,0.006,0.016,0.007,,9877574,0.051,0.016,0.005,0.004,0.049,0.098,0.049,0.016,0.217,0.005,0.01,0.117,0.046,0.003,0.008,0.088,0.001,0.007,0.008,0.023,0.003,0.005,0.016,0.002,0.004,0.005,0.002
Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2091548,1353758,623567,1069000,447290,87757,46694,197001,129583,737790,591124,203476,661882,473862,2.47,3.06,,5175189,2091548,1069421,1525535,187178,301507,134308,,2090940,723833,1119156,19707,45527,182717,2155042,607956,1110536,26387,180328,229835,,73251,21866,33,57,17,106,25,,58789,21712,,6037,5633,3483,6559,21712,12933,14501,,1421768,96458,69691,552945,295963,406711,,3528096,115853,173052,963579,799477,353299,760013,362823,(X),(X),,4024747,377976,,5252092,522643,1281022,47699,3314300,266012,656770,208932,,5244256,4480630,737818,423142,314676,224804,89872,25808,,5310584,4932101,4899589,3655477,1244112,32512,378483,,378483,169246,209237,,410995,32512,7838,24674,378483,165741,212742,,378483,41961,140876,76335,1979,103622,13710,,4954466,4433116,521350,205751,188278,83266,105522,25011,141817,66497,85733,30977,,5310584,161040,19425,95309,78223,103316,319221,200438,53723,1908288,12151,14171,582386,123863,4825,840890,253796,3245,40326,27936,62444,7739,109109,481114,23019,14820,21337,5692
    Percent,,2091548,0.647,0.298,0.511,0.214,0.042,0.022,0.094,0.062,0.353,0.283,0.097,0.316,0.227,(X),(X),,5175189,0.404,0.207,0.295,0.036,0.058,0.026,,2090940,0.346,0.535,0.009,0.022,0.087,2155042,0.282,0.515,0.012,0.084,0.107,,73251,0.299,(X),(X),(X),(X),(X),,58789,0.369,,0.103,0.096,0.059,0.112,21712,0.596,0.668,,1421768,0.068,0.049,0.389,0.208,0.286,,3528096,0.033,0.049,0.273,0.227,0.1,0.215,0.103,91.8%,31.8%,,4024747,0.094,,5252092,0.1,1281022,0.037,3314300,0.08,656770,0.318,,5244256,0.854,0.141,0.081,0.06,0.043,0.017,0.005,,5310584,0.929,0.923,0.688,0.234,0.006,0.071,,378483,0.447,0.553,,410995,32512,0.241,0.759,378483,0.438,0.562,,378483,0.111,0.372,0.202,0.005,0.274,0.036,,4954466,0.895,0.105,0.042,0.038,0.017,0.021,0.005,0.029,0.013,0.017,0.006,,5310584,0.03,0.004,0.018,0.015,0.019,0.06,0.038,0.01,0.359,0.002,0.003,0.11,0.023,0.001,0.158,0.048,0.001,0.008,0.005,0.012,0.001,0.021,0.091,0.004,0.003,0.004,0.001
Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,1079999,746115,322796,501571,193319,51400,23677,193144,105800,333884,293185,101633,380735,272961,2.66,3.25,,2878072,1079999,502136,921489,256426,118022,48939,,1121265,391110,541112,27584,30498,130961,1224423,364397,535712,41847,132387,150080,,45919,23524,57,62,49,114,19,,97070,55503,,11633,17172,8638,18060,55503,36501,38736,,807315,52033,46192,331857,165570,211663,,1904406,125258,236533,583436,427958,159702,236965,134554,(X),(X),,2204874,204156,,2902907,472835,751985,37696,1781118,266903,369804,168236,,2931228,2510729,412587,234394,178193,105872,72321,7912,,2970036,2908608,2895868,2134800,761068,12740,61428,,61428,18839,42589,,74168,12740,3299,9441,61428,30105,31323,,61428,6660,20611,1359,175,31861,762,,2760957,2660577,100380,41848,62898,28198,13879,3553,16254,7428,7349,2669,,2970036,335092,4994,2420,2851,22846,238559,79899,7065,172070,2665,4036,263081,54471,574,4338,15130,1064,5094,47316,44314,721,12143,7322,1835,956,9056,2640
    Percent,,1079999,0.691,0.299,0.464,0.179,0.048,0.022,0.179,0.098,0.309,0.271,0.094,0.353,0.253,(X),(X),,2878072,0.375,0.174,0.32,0.089,0.041,0.017,,1121265,0.349,0.483,0.025,0.027,0.117,1224423,0.298,0.438,0.034,0.108,0.123,,45919,0.512,(X),(X),(X),(X),(X),,97070,0.572,,0.12,0.177,0.089,0.186,55503,0.658,0.698,,807315,0.064,0.057,0.411,0.205,0.262,,1904406,0.066,0.124,0.306,0.225,0.084,0.124,0.071,81.0%,19.5%,,2204874,0.093,,2902907,0.163,751985,0.05,1781118,0.15,369804,0.455,,2931228,0.857,0.141,0.08,0.061,0.036,0.025,0.003,,2970036,0.979,0.975,0.719,0.256,0.004,0.021,,61428,0.307,0.693,,74168,12740,0.259,0.741,61428,0.49,0.51,,61428,0.108,0.336,0.022,0.003,0.519,0.012,,2760957,0.964,0.036,0.015,0.023,0.01,0.005,0.001,0.006,0.003,0.003,0.001,,2970036,0.113,0.002,0.001,0.001,0.008,0.08,0.027,0.002,0.058,0.001,0.001,0.089,0.018,0,0.001,0.005,0,0.002,0.016,0.015,0,0.004,0.002,0.001,0,0.003,0.001
Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,2350628,1524078,656551,1146501,436837,99807,55681,277770,164033,826550,689361,240403,727713,588103,2.48,3.07,,5822089,2350628,1145202,1714810,301809,309640,132374,,2332888,749394,1225117,40402,61188,256787,2492198,667756,1201297,54163,250141,318841,,82335,30227,39,57,23,107,21,,110116,50869,,10548,13197,7760,19364,50869,30271,37118,,1571470,93491,78901,628478,327968,442632,,3984849,174979,348656,1269737,899999,271659,639352,380467,(X),(X),,4555615,495420,,5879864,814231,1413730,62975,3662511,440068,803623,311188,,5920858,4968921,931952,541738,390214,244988,145226,19985,,5996231,5763694,5726360,3949170,1777190,37334,232537,,232537,100144,132393,,269871,37334,6926,30408,232537,104352,128185,,232537,51126,82240,16244,4393,71535,6999,,5608805,5266944,341861,128931,144142,55929,109567,33234,61431,29648,26721,10120,,5996231,596813,18198,28233,21788,105785,593402,202973,13121,1536789,16065,13842,830534,209177,4651,42064,100335,6061,33146,74137,104840,4697,30364,60419,24924,8476,38281,6509
    Percent,,2350628,0.648,0.279,0.488,0.186,0.042,0.024,0.118,0.07,0.352,0.293,0.102,0.31,0.25,(X),(X),,5822089,0.404,0.197,0.295,0.052,0.053,0.023,,2332888,0.321,0.525,0.017,0.026,0.11,2492198,0.268,0.482,0.022,0.1,0.128,,82335,0.367,(X),(X),(X),(X),(X),,110116,0.462,,0.096,0.12,0.07,0.176,50869,0.595,0.73,,1571470,0.059,0.05,0.4,0.209,0.282,,3984849,0.044,0.087,0.319,0.226,0.068,0.16,0.095,86.9%,25.6%,,4555615,0.109,,5879864,0.138,1413730,0.045,3662511,0.12,803623,0.387,,5920858,0.839,0.157,0.091,0.066,0.041,0.025,0.003,,5996231,0.961,0.955,0.659,0.296,0.006,0.039,,232537,0.431,0.569,,269871,37334,0.186,0.814,232537,0.449,0.551,,232537,0.22,0.354,0.07,0.019,0.308,0.03,,5608805,0.939,0.061,0.023,0.026,0.01,0.02,0.006,0.011,0.005,0.005,0.002,,5996231,0.1,0.003,0.005,0.004,0.018,0.099,0.034,0.002,0.256,0.003,0.002,0.139,0.035,0.001,0.007,0.017,0.001,0.006,0.012,0.017,0.001,0.005,0.01,0.004,0.001,0.006,0.001
Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,402747,255199,103251,203500,72739,16926,9398,34773,21114,147548,119762,45142,113816,105623,2.39,2.96,,962049,402747,203529,259172,38314,58287,25166,,404179,123150,215688,6074,9241,50026,403766,94738,213467,6618,39093,49850,,14037,3931,35,63,38,112,28,,14488,6589,,1755,2150,598,2086,6589,3910,4432,,243290,13533,11513,97004,51484,69756,,672952,16844,38789,201082,168913,53464,133356,60504,(X),(X),,764891,95353,,975562,125302,221455,8828,611451,64072,142656,52402,,978507,821709,153382,85216,68166,32536,35630,3416,,990898,970867,963398,535630,427768,7469,20031,,20031,11506,8525,,27500,7469,1018,6451,20031,6415,13616,,20031,7439,4770,844,476,2234,4268,,929026,885917,43109,8099,12377,2536,16396,3242,3501,1766,10835,555,,990898,67408,1916,8419,12986,26181,125166,40335,9767,283255,4854,2648,150609,34428,2224,90371,25220,1613,10411,18097,30760,629,1240,31048,6473,2333,9123,146
    Percent,,402747,0.634,0.256,0.505,0.181,0.042,0.023,0.086,0.052,0.366,0.297,0.112,0.283,0.262,(X),(X),,962049,0.419,0.212,0.269,0.04,0.061,0.026,,404179,0.305,0.534,0.015,0.023,0.124,403766,0.235,0.529,0.016,0.097,0.123,,14037,0.28,(X),(X),(X),(X),(X),,14488,0.455,,0.121,0.148,0.041,0.144,6589,0.593,0.673,,243290,0.056,0.047,0.399,0.212,0.287,,672952,0.025,0.058,0.299,0.251,0.079,0.198,0.09,91.7%,28.8%,,764891,0.125,,975562,0.128,221455,0.04,611451,0.105,142656,0.367,,978507,0.84,0.157,0.087,0.07,0.033,0.036,0.003,,990898,0.98,0.972,0.541,0.432,0.008,0.02,,20031,0.574,0.426,,27500,7469,0.136,0.864,20031,0.32,0.68,,20031,0.371,0.238,0.042,0.024,0.112,0.213,,929026,0.954,0.046,0.009,0.013,0.003,0.018,0.003,0.004,0.002,0.012,0.001,,990898,0.068,0.002,0.008,0.013,0.026,0.126,0.041,0.01,0.286,0.005,0.003,0.152,0.035,0.002,0.091,0.025,0.002,0.011,0.018,0.031,0.001,0.001,0.031,0.007,0.002,0.009,0
Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,719304,468407,209697,368023,148405,31177,17059,69207,44233,250897,205263,72924,227640,169574,2.47,3.06,,1779264,719304,368966,528826,66764,95404,40280,,708783,229710,382885,9722,15956,70510,735744,186177,387710,11337,70028,80492,,28509,9402,44,66,19,130,18,,23632,11154,,3157,2861,1246,3890,11154,6983,7267,,513227,34194,24602,200596,105855,147980,,1184379,48030,66182,335752,288668,106676,232326,106745,(X),(X),,1365316,144695,,1802049,205958,458869,16611,1108279,104185,234901,85162,,1802697,1497138,298295,182504,115791,64501,51290,7264,,1830429,1718251,1706002,1200459,505543,12249,112178,,112178,45513,66665,,124427,12249,2700,9549,112178,43225,68953,,112178,11053,27649,9721,817,61359,1579,,1698792,1522943,175849,76144,115300,55101,30237,6487,18200,8510,12112,6046,,1830429,79648,6093,91838,50328,36178,168590,46931,5193,721504,3077,3040,256551,49825,2597,37264,63840,1396,11982,16951,23653,1046,13052,87106,7827,1815,12958,1629
    Percent,,719304,0.651,0.292,0.512,0.206,0.043,0.024,0.096,0.061,0.349,0.285,0.101,0.316,0.236,(X),(X),,1779264,0.404,0.207,0.297,0.038,0.054,0.023,,708783,0.324,0.54,0.014,0.023,0.099,735744,0.253,0.527,0.015,0.095,0.109,,28509,0.33,(X),(X),(X),(X),(X),,23632,0.472,,0.134,0.121,0.053,0.165,11154,0.626,0.652,,513227,0.067,0.048,0.391,0.206,0.288,,1184379,0.041,0.056,0.283,0.244,0.09,0.196,0.09,90.4%,28.6%,,1365316,0.106,,1802049,0.114,458869,0.036,1108279,0.094,234901,0.363,,1802697,0.83,0.165,0.101,0.064,0.036,0.028,0.004,,1830429,0.939,0.932,0.656,0.276,0.007,0.061,,112178,0.406,0.594,,124427,12249,0.22,0.78,112178,0.385,0.615,,112178,0.099,0.246,0.087,0.007,0.547,0.014,,1698792,0.896,0.104,0.045,0.068,0.032,0.018,0.004,0.011,0.005,0.007,0.004,,1830429,0.044,0.003,0.05,0.027,0.02,0.092,0.026,0.003,0.394,0.002,0.002,0.14,0.027,0.001,0.02,0.035,0.001,0.007,0.009,0.013,0.001,0.007,0.048,0.004,0.001,0.007,0.001
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,989811,639686,297828,452361,193732,63327,33524,123998,70572,350125,266232,79410,334765,235392,2.70,3.31,,2668488,989811,452758,793287,231947,200685,76253,,1081514,378051,515050,21615,31693,135105,1069123,290845,504768,30026,85051,158433,,41465,15265,44,63,37,106,30,,72805,27471,,5449,6688,4010,11324,27471,16599,18736,,674712,31602,37138,294432,146744,164796,,1789530,112064,162597,531333,469209,126202,256589,131536,(X),(X),,2030027,230314,,2668966,283182,663742,20249,1682011,152466,323213,110467,,2667364,2030410,619938,489665,130273,27596,102677,17016,,2704642,2196184,2149986,658108,1491878,46198,508458,,508458,212409,296049,,554656,46198,12837,33361,508458,162097,346361,,508458,43234,151404,11647,2643,291010,8520,,2517937,1798946,718991,309743,503220,229495,61352,18677,137128,54268,17291,7303,,2704642,97097,10920,9713,17836,35445,222241,68775,10451,343249,10210,14254,264554,168799,4678,40479,59371,21183,27590,23382,43849,2497,24534,34094,8874,3659,17450,5615
