"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030M","B25101_030MA","B25101_030EA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US06055","Napa County, California","30053","null","1397","null","19705","1450","null","null","565","249","null","null","0","211","null","null","24","null","38","null","541","null","248","null","812","null","391","null","0","211","null","null","56","null","94","null","756","null","394","null","726","null","315","null","0","211","null","null","39","62","null","null","687","310","null","null","1664","null","453","null","252","null","203","null","188","null","165","null","1224","null","398","null","15938","1253","null","null","6676","null","873","null","5832","null","1034","null","3430","null","745","null","0","null","211","null","10348","null","1125","null","625","261","null","null","0","211","null","null","42","null","68","null","583","null","254","null","1682","null","438","null","353","215","null","null","663","null","286","null","666","null","288","null","963","null","350","null","507","null","215","null","283","194","null","null","173","189","null","null","2072","null","512","null","1709","null","449","null","262","null","179","null","101","null","100","null","4822","911","null","null","4568","null","882","null","215","null","147","null","39","null","67","null","184","null","182","null",
"0500000US06057","Nevada County, California","30711","null","1772","null","18855","1734","null","null","944","539","null","null","0","211","null","null","0","null","211","null","944","null","539","null","1674","null","715","null","0","211","null","null","0","null","211","null","1674","null","715","null","1732","null","677","null","47","76","null","null","271","344","null","null","1414","528","null","null","2993","null","932","null","15","null","28","null","586","null","468","null","2392","null","788","null","11512","1415","null","null","5481","null","1206","null","3420","null","809","null","2611","null","748","null","0","null","211","null","11856","null","1493","null","1658","804","null","null","216","245","null","null","314","null","318","null","1128","null","709","null","1765","null","511","null","569","324","null","null","602","null","363","null","594","null","342","null","2280","null","615","null","1355","null","542","null","534","335","null","null","391","463","null","null","1370","null","393","null","1076","null","360","null","236","null","201","null","58","null","100","null","4477","1050","null","null","4287","null","993","null","190","null","188","null","0","null","211","null","306","null","257","null",
"0500000US06059","Orange County, California","597488","null","7644","null","418067","6869","null","null","12401","1682","null","null","0","211","null","null","0","null","211","null","12401","null","1682","null","17662","null","2124","null","132","161","null","null","233","null","212","null","17297","null","2104","null","21858","null","2187","null","532","262","null","null","1292","622","null","null","20034","2036","null","null","44517","null","3708","null","3184","null","845","null","5696","null","1208","null","35637","null","3392","null","319108","6106","null","null","136511","null","4974","null","103376","null","4074","null","79221","null","4666","null","2521","null","1065","null","179421","null","5665","null","18946","2046","null","null","2481","770","null","null","1621","null","706","null","14844","null","1833","null","22652","null","2170","null","8335","1216","null","null","4599","null","898","null","9718","null","1519","null","17990","null","1810","null","10184","null","1302","null","5559","1460","null","null","2247","709","null","null","25831","null","2502","null","21681","null","2381","null","3336","null","906","null","814","null","356","null","91520","4018","null","null","88483","null","4058","null","2415","null","692","null","622","null","314","null","2482","null","746","null",
"0500000US06061","Placer County, California","104689","null","2888","null","71749","2910","null","null","2518","790","null","null","68","109","null","null","0","null","211","null","2450","null","769","null","4270","null","993","null","78","125","null","null","16","null","26","null","4176","null","986","null","4322","null","1007","null","34","57","null","null","364","283","null","null","3924","962","null","null","7819","null","1259","null","431","null","280","null","1713","null","551","null","5675","null","1002","null","52382","2785","null","null","24458","null","2116","null","19285","null","2091","null","8639","null","1310","null","438","null","303","null","32940","null","2529","null","2995","744","null","null","138","151","null","null","128","null","112","null","2729","null","722","null","5340","null","1313","null","1825","711","null","null","1259","null","506","null","2256","null","833","null","3730","null","1010","null","2185","null","778","null","1145","587","null","null","400","392","null","null","5558","null","1052","null","4612","null","943","null","729","null","491","null","217","null","194","null","14714","1526","null","null","14561","null","1498","null","153","null","143","null","0","null","211","null","603","null","467","null",
"0500000US06065","Riverside County, California","496576","null","6265","null","346210","6224","null","null","17789","2440","null","null","0","211","null","null","0","null","211","null","17789","null","2440","null","27401","null","2241","null","239","215","null","null","821","null","373","null","26341","null","2138","null","29483","null","2998","null","824","398","null","null","2498","701","null","null","26161","2843","null","null","58679","null","4477","null","5987","null","1317","null","17673","null","2218","null","35019","null","3306","null","209320","6032","null","null","100539","null","4444","null","74788","null","4448","null","33993","null","2874","null","3538","null","960","null","150366","null","4847","null","26206","2361","null","null","2863","872","null","null","3498","null","1081","null","19845","null","2158","null","25050","null","2466","null","10171","1603","null","null","6262","null","1264","null","8617","null","1485","null","17556","null","2237","null","12207","null","1964","null","4041","885","null","null","1308","437","null","null","24192","null","2063","null","21423","null","2063","null","2286","null","783","null","483","null","275","null","54073","3759","null","null","53152","null","3705","null","867","null","377","null","54","null","75","null","3289","null","1206","null",
"0500000US06067","Sacramento County, California","311219","null","6224","null","224921","5941","null","null","9320","1508","null","null","0","211","null","null","42","null","70","null","9278","null","1516","null","12166","null","1694","null","0","211","null","null","699","null","368","null","11467","null","1654","null","16704","null","2140","null","653","313","null","null","2125","629","null","null","13926","2111","null","null","34806","null","2934","null","3380","null","795","null","10306","null","1545","null","21120","null","2405","null","150302","5483","null","null","82307","null","4786","null","51204","null","3467","null","16791","null","1945","null","1623","null","690","null","86298","null","3350","null","9449","1423","null","null","1897","691","null","null","1507","null","507","null","6045","null","1029","null","10616","null","1332","null","3984","842","null","null","3328","null","783","null","3304","null","793","null","12782","null","1599","null","9585","null","1394","null","2568","742","null","null","629","295","null","null","14373","null","1555","null","13251","null","1580","null","830","null","376","null","292","null","215","null","38297","2360","null","null","38130","null","2343","null","127","null","132","null","40","null","67","null","781","null","364","null",
"0500000US06071","San Bernardino County, California","386204","null","5331","null","276478","6272","null","null","12620","1870","null","null","37","61","null","null","99","null","117","null","12484","null","1867","null","19622","null","2486","null","86","102","null","null","987","null","506","null","18549","null","2352","null","24858","null","3063","null","681","418","null","null","5050","1180","null","null","19127","2851","null","null","47120","null","3290","null","5389","null","1225","null","13875","null","1993","null","27856","null","2449","null","170338","5980","null","null","93273","null","4349","null","53268","null","4125","null","23797","null","2628","null","1920","null","816","null","109726","null","4276","null","17492","2296","null","null","2718","668","null","null","2992","null","875","null","11782","null","1845","null","17449","null","1943","null","9486","1577","null","null","4392","null","1092","null","3571","null","1003","null","15154","null","1882","null","11449","null","1747","null","2740","776","null","null","965","570","null","null","18587","null","2175","null","17149","null","2138","null","1116","null","403","null","322","null","169","null","39058","3132","null","null","38888","null","3123","null","170","null","142","null","0","null","211","null","1986","null","727","null",
"0500000US06073","San Diego County, California","600545","null","8408","null","425484","7803","null","null","13349","1703","null","null","0","211","null","null","149","null","243","null","13200","null","1708","null","19453","null","2540","null","0","211","null","null","318","null","272","null","19135","null","2504","null","23075","null","2021","null","170","148","null","null","2078","659","null","null","20827","1862","null","null","52115","null","3192","null","4193","null","1092","null","8541","null","1404","null","39381","null","3064","null","316459","7809","null","null","129014","null","5082","null","113665","null","5134","null","73780","null","4754","null","1033","null","508","null","175061","null","6118","null","18203","2273","null","null","2561","751","null","null","3329","null","949","null","12313","null","1604","null","20194","null","2066","null","7863","1297","null","null","3450","null","822","null","8881","null","1441","null","21808","null","2098","null","13378","null","1686","null","4907","921","null","null","3523","869","null","null","30163","null","2656","null","24381","null","2387","null","4311","null","1011","null","1471","null","455","null","81736","4460","null","null","79461","null","4381","null","1398","null","503","null","877","null","412","null","2957","null","1060","null",
"0500000US06075","San Francisco County, California","136242","null","4672","null","86873","3842","null","null","1665","599","null","null","0","211","null","null","0","null","211","null","1665","null","599","null","2962","null","993","null","64","105","null","null","44","null","74","null","2854","null","990","null","3885","null","843","null","0","211","null","null","242","198","null","null","3643","828","null","null","6423","null","1473","null","199","null","223","null","688","null","270","null","5536","null","1427","null","71615","3777","null","null","34189","null","2756","null","20354","null","2108","null","17072","null","2244","null","323","null","232","null","49369","null","3122","null","4266","1088","null","null","581","506","null","null","334","null","245","null","3351","null","892","null","4701","null","1154","null","1346","668","null","null","1179","null","453","null","2176","null","741","null","3790","null","1012","null","2577","null","842","null","464","305","null","null","749","567","null","null","7788","null","1270","null","6105","null","1106","null","1075","null","532","null","608","null","534","null","27780","2737","null","null","26708","null","2813","null","883","null","589","null","189","null","180","null","1044","null","510","null",
"0500000US06077","San Joaquin County, California","126478","null","3424","null","88453","3121","null","null","4970","948","null","null","0","211","null","null","0","null","211","null","4970","null","948","null","5564","null","997","null","76","89","null","null","171","null","175","null","5317","null","988","null","6658","null","1297","null","258","254","null","null","1400","559","null","null","5000","1175","null","null","14561","null","1771","null","1706","null","534","null","4613","null","997","null","8242","null","1446","null","56426","2981","null","null","29497","null","2349","null","19597","null","2100","null","7332","null","1331","null","274","null","274","null","38025","null","2530","null","5293","1239","null","null","808","418","null","null","828","null","393","null","3657","null","1036","null","6146","null","1058","null","3204","803","null","null","1518","null","462","null","1424","null","490","null","4529","null","997","null","3508","null","855","null","745","409","null","null","276","220","null","null","6951","null","1002","null","6384","null","936","null","485","null","294","null","82","null","96","null","14752","1587","null","null","14710","null","1582","null","42","null","71","null","0","null","211","null","354","null","265","null",
"0500000US06079","San Luis Obispo County, California","65080","null","2203","null","43352","2520","null","null","1992","792","null","null","0","211","null","null","0","null","211","null","1992","null","792","null","1910","null","679","null","80","117","null","null","91","null","151","null","1739","null","644","null","3465","null","898","null","0","211","null","null","194","172","null","null","3271","889","null","null","5538","null","1186","null","378","null","293","null","756","null","385","null","4404","null","1147","null","30197","2352","null","null","14111","null","1783","null","9332","null","1407","null","6754","null","1333","null","250","null","327","null","21728","null","1868","null","2118","706","null","null","112","147","null","null","90","null","120","null","1916","null","708","null","3409","null","891","null","1383","500","null","null","1294","null","629","null","732","null","404","null","2965","null","895","null","2089","null","720","null","587","311","null","null","289","241","null","null","4219","null","1058","null","3842","null","969","null","377","null","352","null","0","null","211","null","8560","1278","null","null","8261","null","1223","null","299","null","301","null","0","null","211","null","457","null","359","null",
"0500000US06081","San Mateo County, California","157142","null","3691","null","110900","3921","null","null","3377","910","null","null","0","211","null","null","0","null","211","null","3377","null","910","null","2753","null","882","null","26","43","null","null","189","null","183","null","2538","null","885","null","3637","null","815","null","0","211","null","null","252","221","null","null","3385","831","null","null","6992","null","1390","null","396","null","257","null","624","null","311","null","5972","null","1260","null","93554","3826","null","null","42128","null","2848","null","25970","null","2202","null","25456","null","2071","null","587","null","355","null","46242","null","2643","null","4133","922","null","null","69","85","null","null","744","null","532","null","3320","null","763","null","3902","null","1044","null","1266","460","null","null","1114","null","682","null","1522","null","468","null","4028","null","926","null","1811","null","544","null","992","497","null","null","1225","578","null","null","6706","null","1247","null","4958","null","1055","null","1166","null","477","null","582","null","308","null","26631","2314","null","null","25519","null","2231","null","769","null","334","null","343","null","207","null","842","null","439","null",
"0500000US06083","Santa Barbara County, California","76604","null","2526","null","49099","2518","null","null","755","394","null","null","0","211","null","null","63","null","109","null","692","null","365","null","2608","null","868","null","0","211","null","null","322","null","369","null","2286","null","787","null","2316","null","752","null","140","186","null","null","356","277","null","null","1820","698","null","null","6705","null","1262","null","333","null","191","null","1493","null","496","null","4879","null","1134","null","36589","2612","null","null","14929","null","1805","null","13538","null","1600","null","8122","null","1398","null","126","null","159","null","27505","null","1665","null","3223","1034","null","null","87","96","null","null","262","null","226","null","2874","null","978","null","2878","null","677","null","1460","473","null","null","547","null","313","null","871","null","403","null","2889","null","795","null","1393","null","579","null","1060","456","null","null","436","293","null","null","3911","null","841","null","3641","null","824","null","270","null","213","null","0","null","211","null","14435","1509","null","null","13965","null","1498","null","396","null","241","null","74","null","122","null","169","null","138","null",
"0500000US06085","Santa Clara County, California","358369","null","5273","null","249765","5671","null","null","5005","1192","null","null","0","211","null","null","73","null","120","null","4932","null","1183","null","7165","null","1278","null","38","63","null","null","156","null","190","null","6971","null","1218","null","7103","null","1240","null","0","211","null","null","203","174","null","null","6900","1234","null","null","17048","null","1709","null","936","null","425","null","1751","null","583","null","14361","null","1503","null","212755","5581","null","null","97800","null","4205","null","65537","null","3328","null","49418","null","3745","null","689","null","333","null","108604","null","3240","null","7517","1363","null","null","726","317","null","null","345","null","205","null","6446","null","1274","null","10389","null","1385","null","2798","799","null","null","2448","null","763","null","5143","null","1104","null","9169","null","1459","null","4097","null","982","null","2412","764","null","null","2660","775","null","null","15816","null","1798","null","11661","null","1579","null","3023","null","825","null","1132","null","408","null","64818","2940","null","null","63066","null","2924","null","1563","null","506","null","189","null","185","null","895","null","360","null",
"0500000US06087","Santa Cruz County, California","57087","null","2200","null","38498","2387","null","null","926","437","null","null","0","211","null","null","0","null","211","null","926","null","437","null","1490","null","655","null","0","211","null","null","43","null","75","null","1447","null","651","null","1629","null","725","null","48","80","null","null","146","198","null","null","1435","665","null","null","3691","null","931","null","271","null","222","null","623","null","410","null","2797","null","805","null","30634","2157","null","null","13066","null","1468","null","10253","null","1527","null","7315","null","1370","null","128","null","162","null","18589","null","1989","null","1873","680","null","null","165","199","null","null","103","null","163","null","1605","null","658","null","2778","null","780","null","896","526","null","null","554","null","343","null","1328","null","554","null","2080","null","784","null","1112","null","658","null","590","312","null","null","378","307","null","null","2966","null","949","null","2607","null","915","null","153","null","185","null","206","null","207","null","8837","1428","null","null","8719","null","1442","null","89","null","115","null","29","null","48","null","55","null","91","null",
"0500000US06089","Shasta County, California","44402","null","1942","null","27406","1945","null","null","1368","445","null","null","0","211","null","null","0","null","211","null","1368","null","445","null","1858","null","543","null","52","90","null","null","165","null","160","null","1641","null","491","null","3267","null","880","null","0","211","null","null","920","371","null","null","2347","740","null","null","5798","null","960","null","551","null","240","null","2879","null","831","null","2368","null","687","null","15050","1486","null","null","9365","null","1205","null","3947","null","884","null","1738","null","415","null","65","null","77","null","16996","null","1546","null","2967","742","null","null","368","208","null","null","673","null","450","null","1926","null","520","null","3043","null","802","null","1651","483","null","null","749","null","568","null","643","null","332","null","3275","null","828","null","2883","null","754","null","236","249","null","null","156","139","null","null","2658","null","638","null","2486","null","635","null","172","null","131","null","0","null","211","null","4786","879","null","null","4747","null","877","null","39","null","47","null","0","null","211","null","267","null","242","null",
"0500000US06095","Solano County, California","95857","null","2269","null","74075","2655","null","null","1950","591","null","null","0","211","null","null","0","null","211","null","1950","null","591","null","2145","null","621","null","0","211","null","null","137","null","222","null","2008","null","566","null","5883","null","1250","null","96","116","null","null","378","252","null","null","5409","1209","null","null","8694","null","1464","null","292","null","220","null","2866","null","1018","null","5536","null","928","null","55201","2829","null","null","26671","null","2295","null","19568","null","1965","null","8962","null","1588","null","202","null","206","null","21782","null","1736","null","2218","638","null","null","181","167","null","null","284","null","199","null","1753","null","611","null","2234","null","585","null","775","373","null","null","912","null","427","null","547","null","296","null","2419","null","733","null","1771","null","630","null","453","291","null","null","195","231","null","null","4315","null","1028","null","3948","null","987","null","312","null","259","null","55","null","88","null","10005","1209","null","null","9910","null","1218","null","95","null","112","null","0","null","211","null","591","null","489","null",
"0500000US06097","Sonoma County, California","115244","null","2904","null","76010","3132","null","null","2321","781","null","null","0","211","null","null","0","null","211","null","2321","null","781","null","4124","null","1069","null","78","129","null","null","308","null","413","null","3738","null","947","null","4561","null","1101","null","62","104","null","null","95","115","null","null","4404","1060","null","null","8837","null","1447","null","571","null","290","null","2747","null","1073","null","5519","null","1034","null","55865","2847","null","null","23410","null","2165","null","20532","null","1860","null","11923","null","1661","null","302","null","230","null","39234","null","2696","null","3994","943","null","null","410","329","null","null","892","null","402","null","2692","null","745","null","5222","null","1186","null","2040","742","null","null","1270","null","444","null","1912","null","727","null","4544","null","1051","null","3009","null","918","null","864","452","null","null","671","464","null","null","6922","null","1168","null","5181","null","972","null","1451","null","633","null","290","null","183","null","18154","1814","null","null","17580","null","1752","null","489","null","268","null","85","null","141","null","398","null","309","null",
"0500000US06099","Stanislaus County, California","103691","null","3548","null","68318","3592","null","null","3414","1100","null","null","0","211","null","null","0","null","211","null","3414","null","1100","null","4381","null","1163","null","88","100","null","null","384","null","427","null","3909","null","1079","null","7403","null","1623","null","216","179","null","null","2132","835","null","null","5055","1419","null","null","13239","null","1896","null","1220","null","511","null","4110","null","1068","null","7909","null","1532","null","39680","3195","null","null","24448","null","2549","null","12258","null","2097","null","2974","null","931","null","201","null","173","null","35373","null","2775","null","5681","1556","null","null","643","389","null","null","1230","null","770","null","3808","null","1220","null","6808","null","1635","null","3254","989","null","null","1898","null","763","null","1656","null","680","null","4090","null","836","null","3050","null","780","null","857","493","null","null","183","167","null","null","5949","null","1224","null","5639","null","1224","null","293","null","265","null","17","null","28","null","12044","1974","null","null","11855","null","1987","null","114","null","135","null","75","null","124","null","801","null","427","null",
"0500000US06101","Sutter County, California","19159","null","1186","null","12464","1147","null","null","259","181","null","null","0","211","null","null","0","null","211","null","259","null","181","null","1118","null","548","null","0","211","null","null","96","null","149","null","1022","null","540","null","649","null","361","null","0","211","null","null","72","97","null","null","577","338","null","null","2275","null","624","null","159","null","129","null","401","null","286","null","1715","null","551","null","8087","1071","null","null","4815","null","922","null","2273","null","623","null","999","null","478","null","76","null","123","null","6695","null","974","null","1086","463","null","null","59","97","null","null","376","null","326","null","651","null","368","null","1002","null","449","null","391","267","null","null","253","null","247","null","358","null","242","null","1212","null","508","null","1139","null","516","null","73","82","null","null","0","211","null","null","1050","null","416","null","993","null","404","null","57","null","79","null","0","null","211","null","2345","743","null","null","2345","null","743","null","0","null","211","null","0","null","211","null","0","null","211","null",
"0500000US06107","Tulare County, California","81862","null","3205","null","57468","3244","null","null","5701","1076","null","null","0","211","null","null","41","null","72","null","5660","null","1074","null","6109","null","1564","null","0","211","null","null","271","null","168","null","5838","null","1552","null","7071","null","1731","null","617","447","null","null","1801","727","null","null","4653","1527","null","null","11695","null","1967","null","2564","null","886","null","4730","null","1130","null","4401","null","1313","null","26247","2485","null","null","17698","null","2183","null","6749","null","1346","null","1800","null","782","null","645","null","480","null","24394","null","1991","null","4767","1030","null","null","841","444","null","null","717","null","407","null","3209","null","903","null","4061","null","907","null","2312","772","null","null","925","null","368","null","824","null","387","null","3660","null","938","null","3466","null","913","null","135","111","null","null","59","87","null","null","4284","null","1172","null","4232","null","1172","null","52","null","41","null","0","null","211","null","7414","1353","null","null","7406","null","1351","null","8","null","12","null","0","null","211","null","208","null","205","null",
"0500000US06111","Ventura County, California","169964","null","4165","null","120085","4094","null","null","3270","856","null","null","0","211","null","null","0","null","211","null","3270","null","856","null","4565","null","1033","null","0","211","null","null","0","null","211","null","4565","null","1033","null","6516","null","1364","null","91","94","null","null","392","288","null","null","6033","1317","null","null","14344","null","1922","null","480","null","243","null","1905","null","738","null","11959","null","1789","null","90837","3712","null","null","39823","null","2754","null","29907","null","2673","null","21107","null","2417","null","553","null","332","null","49879","null","2889","null","5428","1217","null","null","563","279","null","null","455","null","320","null","4410","null","1077","null","5649","null","1064","null","2050","538","null","null","1623","null","660","null","1976","null","620","null","7224","null","1089","null","5100","null","1016","null","1726","603","null","null","398","253","null","null","7992","null","1313","null","6626","null","1144","null","1166","null","478","null","200","null","178","null","22938","1782","null","null","22616","null","1806","null","274","null","189","null","48","null","55","null","648","null","471","null",
"0500000US06113","Yolo County, California","36107","null","1912","null","24886","1745","null","null","628","287","null","null","0","211","null","null","0","null","211","null","628","null","287","null","684","null","274","null","0","211","null","null","0","null","211","null","684","null","274","null","1232","null","543","null","0","211","null","null","0","211","null","null","1232","543","null","null","2908","null","772","null","646","null","491","null","1050","null","460","null","1212","null","436","null","19382","1581","null","null","9517","null","1153","null","7055","null","1162","null","2810","null","750","null","52","null","88","null","11221","null","1233","null","648","435","null","null","115","201","null","null","0","null","211","null","533","null","324","null","1782","null","802","null","911","603","null","null","577","null","415","null","294","null","246","null","1219","null","508","null","623","null","372","null","388","301","null","null","208","279","null","null","1832","null","673","null","1676","null","672","null","116","null","111","null","40","null","74","null","5630","879","null","null","5630","null","879","null","0","null","211","null","0","null","211","null","110","null","134","null",
"0500000US06115","Yuba County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US08001","Adams County, Colorado","109135","null","3427","null","81004","3494","null","null","2261","580","null","null","0","204","null","null","0","null","204","null","2261","null","580","null","4573","null","1090","null","46","80","null","null","499","null","366","null","4028","null","1087","null","7291","null","1475","null","577","364","null","null","1274","498","null","null","5440","1332","null","null","15233","null","2056","null","2339","null","706","null","5349","null","1018","null","7545","null","1511","null","51358","3134","null","null","29580","null","2525","null","16335","null","1954","null","5443","null","1298","null","288","null","243","null","28131","null","1913","null","3624","907","null","null","486","304","null","null","434","null","278","null","2704","null","915","null","4537","null","995","null","1489","459","null","null","1661","null","642","null","1387","null","687","null","3586","null","835","null","2583","null","709","null","627","400","null","null","376","378","null","null","5864","null","1060","null","5307","null","1035","null","557","null","328","null","0","null","204","null","10136","1388","null","null","10096","null","1398","null","40","null","67","null","0","null","204","null","384","null","265","null",
"0500000US08005","Arapahoe County, Colorado","152482","null","3598","null","114394","3025","null","null","3304","772","null","null","0","204","null","null","0","null","204","null","3304","null","772","null","5689","null","1116","null","44","67","null","null","145","null","150","null","5500","null","1066","null","8531","null","1428","null","89","107","null","null","1041","486","null","null","7401","1324","null","null","17306","null","1746","null","1941","null","622","null","5591","null","948","null","9774","null","1306","null","79181","3052","null","null","49448","null","2715","null","23609","null","1797","null","6124","null","1028","null","383","null","282","null","38088","null","2107","null","3858","927","null","null","131","129","null","null","601","null","306","null","3126","null","830","null","4173","null","669","null","1936","510","null","null","1421","null","422","null","816","null","334","null","4554","null","890","null","3626","null","822","null","882","352","null","null","46","78","null","null","6616","null","998","null","6314","null","997","null","194","null","150","null","108","null","106","null","18528","1636","null","null","18369","null","1627","null","159","null","140","null","0","null","204","null","359","null","257","null",
"0500000US08013","Boulder County, Colorado","80352","null","2245","null","54927","2628","null","null","2143","898","null","null","0","204","null","null","70","null","122","null","2073","null","883","null","2097","null","599","null","0","204","null","null","43","null","72","null","2054","null","599","null","3107","null","699","null","170","208","null","null","223","238","null","null","2714","637","null","null","6469","null","1193","null","661","null","363","null","2863","null","783","null","2945","null","753","null","40611","2304","null","null","25642","null","1981","null","10819","null","1145","null","4150","null","814","null","500","null","508","null","25425","null","2002","null","2189","781","null","null","29","49","null","null","52","null","85","null","2108","null","770","null","3250","null","802","null","1410","504","null","null","1020","null","406","null","820","null","512","null","2211","null","672","null","1622","null","534","null","480","308","null","null","109","139","null","null","3424","null","806","null","3048","null","747","null","321","null","280","null","55","null","90","null","14122","1696","null","null","14122","null","1696","null","0","null","204","null","0","null","204","null","229","null","182","null",
"0500000US08014","Broomfield County, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US08031","Denver County, Colorado","152878","null","4452","null","111352","4162","null","null","3814","915","null","null","0","204","null","null","0","null","204","null","3814","null","915","null","7405","null","1222","null","212","278","null","null","258","null","190","null","6935","null","1185","null","8035","null","1325","null","217","202","null","null","1290","520","null","null","6528","1331","null","null","15392","null","2085","null","2140","null","800","null","6075","null","1112","null","7177","null","1621","null","76567","3550","null","null","52481","null","3265","null","18139","null","1913","null","5947","null","1291","null","139","null","162","null","41526","null","2593","null","5467","1199","null","null","263","187","null","null","980","null","392","null","4224","null","1078","null","5708","null","1124","null","2434","707","null","null","1774","null","624","null","1500","null","677","null","4781","null","1146","null","3621","null","949","null","671","377","null","null","489","384","null","null","6927","null","1247","null","6595","null","1212","null","300","null","266","null","32","null","52","null","18341","1964","null","null","18124","null","1944","null","137","null","174","null","80","null","131","null","302","null","251","null",
"0500000US08035","Douglas County, Colorado","98079","null","1755","null","78390","2151","null","null","590","272","null","null","0","204","null","null","51","null","84","null","539","null","277","null","1890","null","626","null","0","204","null","null","105","null","128","null","1785","null","595","null","3062","null","969","null","0","204","null","null","401","226","null","null","2661","927","null","null","6365","null","1126","null","799","null","376","null","1636","null","665","null","3930","null","906","null","66263","2284","null","null","39479","null","2601","null","19749","null","2081","null","7035","null","1056","null","220","null","186","null","19689","null","1620","null","1615","558","null","null","218","249","null","null","43","null","72","null","1354","null","506","null","1818","null","603","null","413","269","null","null","854","null","392","null","551","null","326","null","1630","null","551","null","1252","null","476","null","280","213","null","null","98","120","null","null","3053","null","758","null","2810","null","695","null","143","null","140","null","100","null","162","null","11492","1507","null","null","11492","null","1507","null","0","null","204","null","0","null","204","null","81","null","138","null",
