"Label (Grouping)","HOUSING OCCUPANCY","HOUSING OCCUPANCY!!Total housing units","HOUSING OCCUPANCY!!Total housing units!!Occupied housing units","HOUSING OCCUPANCY!!Total housing units!!Vacant housing units","HOUSING OCCUPANCY!!Homeowner vacancy rate","HOUSING OCCUPANCY!!Rental vacancy rate","UNITS IN STRUCTURE","UNITS IN STRUCTURE!!Total housing units","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!2 units","UNITS IN STRUCTURE!!Total housing units!!3 or 4 units","UNITS IN STRUCTURE!!Total housing units!!5 to 9 units","UNITS IN STRUCTURE!!Total housing units!!10 to 19 units","UNITS IN STRUCTURE!!Total housing units!!20 or more units","UNITS IN STRUCTURE!!Total housing units!!Mobile home","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","YEAR STRUCTURE BUILT","YEAR STRUCTURE BUILT!!Total housing units","YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later","YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009","YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999","YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989","YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979","YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969","YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959","YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949","YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier","ROOMS","ROOMS!!Total housing units","ROOMS!!Total housing units!!1 room","ROOMS!!Total housing units!!2 rooms","ROOMS!!Total housing units!!3 rooms","ROOMS!!Total housing units!!4 rooms","ROOMS!!Total housing units!!5 rooms","ROOMS!!Total housing units!!6 rooms","ROOMS!!Total housing units!!7 rooms","ROOMS!!Total housing units!!8 rooms","ROOMS!!Total housing units!!9 rooms or more","ROOMS!!Total housing units!!Median rooms","BEDROOMS","BEDROOMS!!Total housing units","BEDROOMS!!Total housing units!!No bedroom","BEDROOMS!!Total housing units!!1 bedroom","BEDROOMS!!Total housing units!!2 bedrooms","BEDROOMS!!Total housing units!!3 bedrooms","BEDROOMS!!Total housing units!!4 bedrooms","BEDROOMS!!Total housing units!!5 or more bedrooms","HOUSING TENURE","HOUSING TENURE!!Occupied housing units","HOUSING TENURE!!Occupied housing units!!Owner-occupied","HOUSING TENURE!!Occupied housing units!!Renter-occupied","HOUSING TENURE!!Average household size of owner-occupied unit","HOUSING TENURE!!Average household size of renter-occupied unit","YEAR HOUSEHOLDER MOVED INTO UNIT","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 or later","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1980 to 1989","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1970 to 1979","YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1969 or earlier","VEHICLES AVAILABLE","VEHICLES AVAILABLE!!Occupied housing units","VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available","VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available","VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available","HOUSE HEATING FUEL","HOUSE HEATING FUEL!!Occupied housing units","HOUSE HEATING FUEL!!Occupied housing units!!Utility gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Electricity","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke","HOUSE HEATING FUEL!!Occupied housing units!!Wood","HOUSE HEATING FUEL!!Occupied housing units!!Solar energy","HOUSE HEATING FUEL!!Occupied housing units!!Other fuel","HOUSE HEATING FUEL!!Occupied housing units!!No fuel used","SELECTED CHARACTERISTICS","SELECTED CHARACTERISTICS!!Occupied housing units","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities","SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available","OCCUPANTS PER ROOM","OCCUPANTS PER ROOM!!Occupied housing units","OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less","OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50","OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more","VALUE","VALUE!!Owner-occupied units","VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!Median (dollars)","MORTGAGE STATUS","MORTGAGE STATUS!!Owner-occupied units","MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage","MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $300","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$300 to $499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $699","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$700 to $999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $100","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$100 to $199","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$200 to $299","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$300 to $399","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more","SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed","GROSS RENT","GROSS RENT!!Occupied units paying rent","GROSS RENT!!Occupied units paying rent!!Less than $200","GROSS RENT!!Occupied units paying rent!!$200 to $299","GROSS RENT!!Occupied units paying rent!!$300 to $499","GROSS RENT!!Occupied units paying rent!!$500 to $749","GROSS RENT!!Occupied units paying rent!!$750 to $999","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,500 or more","GROSS RENT!!Occupied units paying rent!!Median (dollars)","GROSS RENT!!No rent paid","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","13,791,262","12,650,592","1,140,670","1.3","4.2","","13,791,262","8,009,878","940,512","348,662","781,475","863,609","729,142","1,590,207","513,724","14,053","","13,791,262","121,157","1,635,062","1,503,055","2,123,198","2,528,047","1,840,172","1,913,196","844,490","1,282,885","","13,791,262","426,830","549,838","1,677,976","2,645,475","2,831,007","2,333,634","1,505,214","895,444","925,844","5.1","","13,791,262","485,682","1,948,975","3,870,629","4,577,841","2,310,275","597,860","","12,650,592","6,804,639","5,845,953","3.00","2.93","","12,650,592","4,642,196","4,275,520","1,888,704","913,515","572,943","357,714","","12,650,592","984,560","4,102,289","4,692,339","2,871,404","","12,650,592","8,149,303","414,887","3,379,399","33,220","1,593","204,825","22,534","46,996","397,835","","12,650,592","52,299","147,088","255,951","","12,650,592","11,621,870","677,601","351,121","","6,804,639","361,858","282,785","389,508","525,596","1,045,738","1,879,161","1,766,336","553,657","373,100","","6,804,639","4,941,183","1,863,456","","4,941,183","10,965","48,561","111,471","304,085","885,956","1,007,033","2,573,112","2,059","1,863,456","38,541","120,712","241,270","290,513","1,172,420","486","","4,906,005","1,486,863","745,032","617,508","458,657","1,597,945","35,178","1,837,641","850,531","321,326","191,879","121,125","76,492","55,544","220,744","25,815","","5,664,492","45,603","116,122","189,994","522,446","1,019,156","1,929,080","1,842,091","1,224","181,461","","5,542,449","505,287","579,766","657,046","635,991","520,669","2,643,690","303,504"
"    Percent","","13,791,262","91.7%","8.3%","(X)","(X)","","13,791,262","58.1%","6.8%","2.5%","5.7%","6.3%","5.3%","11.5%","3.7%","0.1%","","13,791,262","0.9%","11.9%","10.9%","15.4%","18.3%","13.3%","13.9%","6.1%","9.3%","","13,791,262","3.1%","4.0%","12.2%","19.2%","20.5%","16.9%","10.9%","6.5%","6.7%","(X)","","13,791,262","3.5%","14.1%","28.1%","33.2%","16.8%","4.3%","","12,650,592","53.8%","46.2%","(X)","(X)","","12,650,592","36.7%","33.8%","14.9%","7.2%","4.5%","2.8%","","12,650,592","7.8%","32.4%","37.1%","22.7%","","12,650,592","64.4%","3.3%","26.7%","0.3%","0.0%","1.6%","0.2%","0.4%","3.1%","","12,650,592","0.4%","1.2%","2.0%","","12,650,592","91.9%","5.4%","2.8%","","6,804,639","5.3%","4.2%","5.7%","7.7%","15.4%","27.6%","26.0%","8.1%","(X)","","6,804,639","72.6%","27.4%","","4,941,183","0.2%","1.0%","2.3%","6.2%","17.9%","20.4%","52.1%","(X)","1,863,456","2.1%","6.5%","12.9%","15.6%","62.9%","(X)","","4,906,005","30.3%","15.2%","12.6%","9.3%","32.6%","(X)","1,837,641","46.3%","17.5%","10.4%","6.6%","4.2%","3.0%","12.0%","(X)","","5,664,492","0.8%","2.0%","3.4%","9.2%","18.0%","34.1%","32.5%","(X)","(X)","","5,542,449","9.1%","10.5%","11.9%","11.5%","9.4%","47.7%","(X)"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,247,291","2,002,800","244,491","1.4","5.3","","2,247,291","1,418,724","156,822","38,628","74,573","105,575","128,587","229,860","93,105","1,417","","2,247,291","31,792","425,593","383,707","337,643","415,438","216,461","186,345","63,661","186,651","","2,247,291","40,252","86,575","223,494","343,914","373,453","325,431","267,038","212,614","374,520","5.7","","2,247,291","44,724","262,371","579,392","762,135","430,761","167,908","","2,002,800","1,291,945","710,855","2.62","2.49","","2,002,800","780,809","716,718","286,587","110,991","67,728","39,967","","2,002,800","112,392","624,638","804,763","461,007","","2,002,800","1,407,423","95,660","432,137","2,089","1,228","41,289","3,069","11,846","8,059","","2,002,800","6,645","14,873","46,136","","2,002,800","1,951,515","37,045","14,240","","1,291,945","80,084","68,378","132,292","207,243","354,154","295,567","126,947","27,280","240,500","","1,291,945","934,605","357,340","","934,605","2,756","13,641","35,864","110,949","295,392","234,504","241,499","1,516","357,340","3,873","21,498","59,521","88,715","183,733","407","","930,038","390,418","155,412","103,979","72,183","208,046","4,567","353,694","180,752","66,239","35,200","19,877","12,570","7,283","31,773","3,646","","682,381","7,952","13,906","29,823","133,670","175,585","214,526","106,919","971","28,474","","670,597","68,845","84,096","89,004","80,479","67,787","280,386","40,258"
"    Percent","","2,247,291","89.1%","10.9%","(X)","(X)","","2,247,291","63.1%","7.0%","1.7%","3.3%","4.7%","5.7%","10.2%","4.1%","0.1%","","2,247,291","1.4%","18.9%","17.1%","15.0%","18.5%","9.6%","8.3%","2.8%","8.3%","","2,247,291","1.8%","3.9%","9.9%","15.3%","16.6%","14.5%","11.9%","9.5%","16.7%","(X)","","2,247,291","2.0%","11.7%","25.8%","33.9%","19.2%","7.5%","","2,002,800","64.5%","35.5%","(X)","(X)","","2,002,800","39.0%","35.8%","14.3%","5.5%","3.4%","2.0%","","2,002,800","5.6%","31.2%","40.2%","23.0%","","2,002,800","70.3%","4.8%","21.6%","0.1%","0.1%","2.1%","0.2%","0.6%","0.4%","","2,002,800","0.3%","0.7%","2.3%","","2,002,800","97.4%","1.8%","0.7%","","1,291,945","6.2%","5.3%","10.2%","16.0%","27.4%","22.9%","9.8%","2.1%","(X)","","1,291,945","72.3%","27.7%","","934,605","0.3%","1.5%","3.8%","11.9%","31.6%","25.1%","25.8%","(X)","357,340","1.1%","6.0%","16.7%","24.8%","51.4%","(X)","","930,038","42.0%","16.7%","11.2%","7.8%","22.4%","(X)","353,694","51.1%","18.7%","10.0%","5.6%","3.6%","2.1%","9.0%","(X)","","682,381","1.2%","2.0%","4.4%","19.6%","25.7%","31.4%","15.7%","(X)","(X)","","670,597","10.3%","12.5%","13.3%","12.0%","10.1%","41.8%","(X)"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,488,072","1,339,860","148,212","1.9","6.6","","1,488,072","875,291","82,522","120,596","136,285","80,851","54,103","124,847","13,116","461","","1,488,072","11,686","103,239","112,306","190,017","197,328","199,976","243,080","108,911","321,529","","1,488,072","30,711","35,460","128,151","228,046","280,932","262,470","191,425","148,590","182,287","5.7","","1,488,072","33,805","183,346","404,104","541,714","252,638","72,465","","1,339,860","888,478","451,382","2.71","2.37","","1,339,860","370,123","467,886","222,930","121,139","79,264","78,518","","1,339,860","127,113","434,684","507,598","270,465","","1,339,860","449,787","46,397","209,463","585,757","2,501","29,361","401","10,236","5,957","","1,339,860","4,883","8,450","19,201","","1,339,860","1,313,267","17,548","9,045","","888,478","32,146","29,490","80,537","137,454","236,502","228,551","104,483","39,315","267,000","","888,478","614,989","273,489","","614,989","782","2,031","8,106","26,220","112,553","162,241","303,056","1,986","273,489","1,103","2,537","4,788","7,462","257,599","792","","612,169","220,343","98,851","77,088","54,479","161,408","2,820","270,419","77,917","48,330","34,983","26,980","18,379","12,075","51,755","3,070","","430,906","9,332","18,245","26,268","43,717","102,770","150,331","80,243","1,040","20,476","","420,722","49,668","45,758","52,990","49,651","38,503","184,152","30,660"
"    Percent","","1,488,072","90.0%","10.0%","(X)","(X)","","1,488,072","58.8%","5.5%","8.1%","9.2%","5.4%","3.6%","8.4%","0.9%","0.0%","","1,488,072","0.8%","6.9%","7.5%","12.8%","13.3%","13.4%","16.3%","7.3%","21.6%","","1,488,072","2.1%","2.4%","8.6%","15.3%","18.9%","17.6%","12.9%","10.0%","12.2%","(X)","","1,488,072","2.3%","12.3%","27.2%","36.4%","17.0%","4.9%","","1,339,860","66.3%","33.7%","(X)","(X)","","1,339,860","27.6%","34.9%","16.6%","9.0%","5.9%","5.9%","","1,339,860","9.5%","32.4%","37.9%","20.2%","","1,339,860","33.6%","3.5%","15.6%","43.7%","0.2%","2.2%","0.0%","0.8%","0.4%","","1,339,860","0.4%","0.6%","1.4%","","1,339,860","98.0%","1.3%","0.7%","","888,478","3.6%","3.3%","9.1%","15.5%","26.6%","25.7%","11.8%","4.4%","(X)","","888,478","69.2%","30.8%","","614,989","0.1%","0.3%","1.3%","4.3%","18.3%","26.4%","49.3%","(X)","273,489","0.4%","0.9%","1.8%","2.7%","94.2%","(X)","","612,169","36.0%","16.1%","12.6%","8.9%","26.4%","(X)","270,419","28.8%","17.9%","12.9%","10.0%","6.8%","4.5%","19.1%","(X)","","430,906","2.2%","4.2%","6.1%","10.1%","23.8%","34.9%","18.6%","(X)","(X)","","420,722","11.8%","10.9%","12.6%","11.8%","9.2%","43.8%","(X)"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","412,015","339,071","72,944","1.9","9.3","","412,015","240,319","62,014","6,063","9,848","16,050","22,666","17,170","37,740","145","","412,015","7,615","79,186","67,007","66,616","51,400","45,340","40,141","18,294","36,416","","412,015","3,627","4,078","23,276","46,717","69,747","81,509","65,529","49,260","68,272","6.2","","412,015","4,415","29,287","82,196","187,540","91,399","17,178","","339,071","243,047","96,024","2.69","2.57","","339,071","97,178","127,860","52,832","30,431","15,739","15,031","","339,071","24,095","114,844","134,586","65,546","","339,071","138,987","32,922","110,313","48,095","851","3,396","166","3,067","1,274","","339,071","992","2,005","6,595","","339,071","332,301","5,374","1,396","","243,047","20,865","13,186","22,685","43,528","71,967","54,839","13,053","2,924","226,200","","243,047","165,067","77,980","","165,067","638","2,994","6,945","22,143","49,394","45,903","37,050","1,504","77,980","513","5,222","12,099","18,307","41,839","422","","164,008","69,098","26,612","17,769","13,460","37,069","1,059","77,148","35,546","14,158","8,469","5,182","4,139","1,786","7,868","832","","90,026","1,979","2,675","3,949","11,470","25,081","35,020","9,852","999","5,998","","87,877","9,393","10,890","12,096","10,636","7,446","37,416","8,147"
"    Percent","","412,015","82.3%","17.7%","(X)","(X)","","412,015","58.3%","15.1%","1.5%","2.4%","3.9%","5.5%","4.2%","9.2%","0.0%","","412,015","1.8%","19.2%","16.3%","16.2%","12.5%","11.0%","9.7%","4.4%","8.8%","","412,015","0.9%","1.0%","5.6%","11.3%","16.9%","19.8%","15.9%","12.0%","16.6%","(X)","","412,015","1.1%","7.1%","19.9%","45.5%","22.2%","4.2%","","339,071","71.7%","28.3%","(X)","(X)","","339,071","28.7%","37.7%","15.6%","9.0%","4.6%","4.4%","","339,071","7.1%","33.9%","39.7%","19.3%","","339,071","41.0%","9.7%","32.5%","14.2%","0.3%","1.0%","0.0%","0.9%","0.4%","","339,071","0.3%","0.6%","1.9%","","339,071","98.0%","1.6%","0.4%","","243,047","8.6%","5.4%","9.3%","17.9%","29.6%","22.6%","5.4%","1.2%","(X)","","243,047","67.9%","32.1%","","165,067","0.4%","1.8%","4.2%","13.4%","29.9%","27.8%","22.4%","(X)","77,980","0.7%","6.7%","15.5%","23.5%","53.7%","(X)","","164,008","42.1%","16.2%","10.8%","8.2%","22.6%","(X)","77,148","46.1%","18.4%","11.0%","6.7%","5.4%","2.3%","10.2%","(X)","","90,026","2.2%","3.0%","4.4%","12.7%","27.9%","38.9%","10.9%","(X)","(X)","","87,877","10.7%","12.4%","13.8%","12.1%","8.5%","42.6%","(X)"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","302,975","271,651","31,324","1.4","6.2","","302,975","35,886","76,005","10,466","24,143","21,129","31,918","103,428","0","0","","302,975","6,080","28,368","9,982","13,400","26,121","36,315","39,270","35,199","108,240","","302,975","18,192","25,049","66,575","54,266","36,699","33,573","22,610","16,932","29,079","4.3","","302,975","23,151","96,185","82,161","64,331","24,667","12,480","","271,651","110,513","161,138","2.31","2.18","","271,651","114,418","91,060","30,350","15,171","10,652","10,000","","271,651","101,544","114,369","46,428","9,310","","271,651","152,581","2,849","104,674","6,012","91","0","317","1,349","3,778","","271,651","374","1,971","7,721","","271,651","262,902","5,813","2,936","","110,513","3,511","2,032","1,617","4,431","14,763","33,124","35,922","15,113","470,500","","110,513","84,271","26,242","","84,271","471","758","1,251","4,776","12,118","15,719","49,178","2,236","26,242","562","532","1,487","2,995","20,666","636","","83,686","36,008","13,964","9,790","6,366","17,558","585","25,641","11,593","4,421","3,188","1,700","711","565","3,463","601","","156,499","4,917","7,541","4,816","9,487","23,618","42,615","63,505","1,307","4,639","","152,174","18,436","20,765","18,817","18,894","15,411","59,851","8,964"
"    Percent","","302,975","89.7%","10.3%","(X)","(X)","","302,975","11.8%","25.1%","3.5%","8.0%","7.0%","10.5%","34.1%","0.0%","0.0%","","302,975","2.0%","9.4%","3.3%","4.4%","8.6%","12.0%","13.0%","11.6%","35.7%","","302,975","6.0%","8.3%","22.0%","17.9%","12.1%","11.1%","7.5%","5.6%","9.6%","(X)","","302,975","7.6%","31.7%","27.1%","21.2%","8.1%","4.1%","","271,651","40.7%","59.3%","(X)","(X)","","271,651","42.1%","33.5%","11.2%","5.6%","3.9%","3.7%","","271,651","37.4%","42.1%","17.1%","3.4%","","271,651","56.2%","1.0%","38.5%","2.2%","0.0%","0.0%","0.1%","0.5%","1.4%","","271,651","0.1%","0.7%","2.8%","","271,651","96.8%","2.1%","1.1%","","110,513","3.2%","1.8%","1.5%","4.0%","13.4%","30.0%","32.5%","13.7%","(X)","","110,513","76.3%","23.7%","","84,271","0.6%","0.9%","1.5%","5.7%","14.4%","18.7%","58.4%","(X)","26,242","2.1%","2.0%","5.7%","11.4%","78.8%","(X)","","83,686","43.0%","16.7%","11.7%","7.6%","21.0%","(X)","25,641","45.2%","17.2%","12.4%","6.6%","2.8%","2.2%","13.5%","(X)","","156,499","3.1%","4.8%","3.1%","6.1%","15.1%","27.2%","40.6%","(X)","(X)","","152,174","12.1%","13.6%","12.4%","12.4%","10.1%","39.3%","(X)"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
