"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002EA","B25101_002M","B25101_002MA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US04005","Coconino County, Arizona","32274","null","1639","null","16692","null","1802","null","598","null","412","null","0","null","224","null","0","null","224","null","598","null","412","null","585","null","425","null","0","null","224","null","0","224","null","null","585","425","null","null","1463","807","null","null","66","72","null","null","70","85","null","null","1327","null","797","null","1846","null","643","null","253","null","231","null","599","null","339","null","994","519","null","null","12200","null","1641","null","9013","null","1632","null","2559","965","null","null","628","406","null","null","0","224","null","null","15582","null","1668","null","2363","null","744","null","531","null","238","null","787","null","550","null","1045","null","420","null","1342","null","490","null","1184","null","452","null","132","177","null","null","26","43","null","null","2223","619","null","null","1943","null","585","null","208","null","209","null","72","null","127","null","2556","null","624","null","2455","null","641","null","101","null","168","null","0","224","null","null","6416","null","1409","null","6416","null","1409","null","0","null","224","null","0","224","null","null","682","389","null","null",
"0500000US04013","Maricopa County, Arizona","1124423","null","11341","null","770668","null","11402","null","30099","null","3186","null","178","null","178","null","137","null","157","null","29784","null","3196","null","40113","null","3411","null","754","null","424","null","3161","951","null","null","36198","3154","null","null","58443","4394","null","null","2682","884","null","null","12166","1859","null","null","43595","null","4069","null","118836","null","6564","null","17925","null","2121","null","49175","null","3478","null","51736","4187","null","null","519258","null","8545","null","355135","null","7569","null","129711","5637","null","null","34412","3614","null","null","3919","1244","null","null","353755","null","8062","null","38808","null","2900","null","3591","null","1014","null","7003","null","1478","null","28214","null","2804","null","42753","null","3395","null","22008","null","2606","null","10461","1627","null","null","10284","1790","null","null","43268","3351","null","null","34491","null","3241","null","6297","null","1248","null","2480","null","929","null","63766","null","4093","null","60477","null","3997","null","2890","null","776","null","399","237","null","null","159260","null","5963","null","158316","null","5885","null","448","null","233","null","496","293","null","null","5900","1381","null","null",
"0500000US04015","Mohave County, Arizona","75418","null","2851","null","38040","null","2844","null","3926","null","1318","null","0","null","224","null","46","null","85","null","3880","null","1304","null","4065","null","1224","null","135","null","228","null","294","199","null","null","3636","1218","null","null","3394","1169","null","null","378","269","null","null","1243","817","null","null","1773","null","858","null","7364","null","1722","null","2350","null","1053","null","3464","null","1340","null","1550","782","null","null","18608","null","2792","null","12577","null","2361","null","5232","1517","null","null","799","410","null","null","683","749","null","null","37378","null","3009","null","7542","null","1751","null","2806","null","1106","null","910","null","611","null","3826","null","1336","null","7218","null","1839","null","4736","null","1209","null","1348","721","null","null","1134","758","null","null","6692","2054","null","null","5747","null","1862","null","704","null","783","null","241","null","313","null","5954","null","1205","null","5810","null","1234","null","0","null","224","null","144","169","null","null","9084","null","1811","null","9084","null","1811","null","0","null","224","null","0","224","null","null","888","548","null","null",
"0500000US04017","Navajo County, Arizona","30131","null","1610","null","9820","null","1209","null","644","null","396","null","0","null","224","null","0","null","224","null","644","null","396","null","837","null","464","null","0","null","224","null","250","211","null","null","587","408","null","null","505","354","null","null","37","66","null","null","135","168","null","null","333","null","303","null","2268","null","766","null","845","null","352","null","1249","null","685","null","174","219","null","null","5566","null","933","null","4172","null","808","null","1353","613","null","null","41","71","null","null","0","224","null","null","20311","null","1720","null","3976","null","767","null","1555","null","447","null","1161","null","509","null","1260","null","440","null","3630","null","939","null","2034","null","608","null","1033","524","null","null","563","501","null","null","2848","790","null","null","2774","null","787","null","35","null","58","null","39","null","69","null","4323","null","964","null","4323","null","964","null","0","null","224","null","0","224","null","null","4342","null","974","null","4342","null","974","null","0","null","224","null","0","224","null","null","1192","364","null","null",
"0500000US04019","Pima County, Arizona","279980","null","5247","null","166183","null","5167","null","9851","null","1407","null","0","null","224","null","49","null","81","null","9802","null","1415","null","14546","null","2175","null","229","null","264","null","1715","847","null","null","12602","1934","null","null","18253","2326","null","null","1289","526","null","null","4852","1194","null","null","12112","null","2085","null","24939","null","2779","null","7022","null","1392","null","11718","null","1701","null","6199","1163","null","null","97497","null","4594","null","70660","null","4210","null","21636","2447","null","null","5201","1161","null","null","1097","700","null","null","113797","null","3882","null","14739","null","2057","null","2295","null","970","null","3102","null","968","null","9342","null","1538","null","15996","null","1690","null","8775","null","1414","null","4805","860","null","null","2416","724","null","null","15274","2022","null","null","11811","null","1774","null","3063","null","992","null","400","null","294","null","21351","null","1934","null","20288","null","1966","null","674","null","317","null","389","254","null","null","45468","null","2813","null","45250","null","2783","null","81","null","136","null","137","162","null","null","969","488","null","null",
"0500000US04021","Pinal County, Arizona","126183","null","3568","null","79571","null","3780","null","2841","null","895","null","0","null","224","null","54","null","94","null","2787","null","885","null","5320","null","1294","null","163","null","220","null","700","412","null","null","4457","1216","null","null","7919","1778","null","null","476","404","null","null","1549","639","null","null","5894","null","1517","null","17270","null","2580","null","2825","null","927","null","8405","null","1818","null","6040","1713","null","null","46071","null","3840","null","30365","null","3122","null","12160","2079","null","null","3546","1519","null","null","150","148","null","null","46612","null","3230","null","5742","null","1263","null","472","null","263","null","2018","null","864","null","3252","null","932","null","6808","null","1347","null","3575","null","945","null","2102","825","null","null","1131","492","null","null","5994","1240","null","null","5089","null","1343","null","659","null","486","null","246","null","225","null","9149","null","1725","null","8915","null","1709","null","234","null","204","null","0","224","null","null","17769","null","2506","null","17769","null","2506","null","0","null","224","null","0","224","null","null","1150","532","null","null",
"0500000US04025","Yavapai County, Arizona","84686","null","2665","null","48444","null","3144","null","4189","null","1190","null","0","null","224","null","0","null","224","null","4189","null","1190","null","3633","null","987","null","90","null","127","null","121","142","null","null","3422","979","null","null","5844","1441","null","null","335","283","null","null","736","404","null","null","4773","null","1337","null","9180","null","2008","null","2071","null","983","null","4440","null","1407","null","2669","1026","null","null","25369","null","2685","null","16992","null","2081","null","5913","1652","null","null","2464","1268","null","null","229","264","null","null","36242","null","2899","null","5214","null","1202","null","660","null","378","null","1312","null","673","null","3242","null","1074","null","6061","null","1876","null","4989","null","1828","null","339","221","null","null","733","459","null","null","6403","1406","null","null","5657","null","1420","null","739","null","440","null","7","null","11","null","6326","null","1295","null","6058","null","1297","null","268","null","291","null","0","224","null","null","11687","null","1970","null","11687","null","1970","null","0","null","224","null","0","224","null","null","551","443","null","null",
"0500000US04027","Yuma County, Arizona","52569","null","2600","null","29553","null","2543","null","2323","null","968","null","0","null","224","null","0","null","224","null","2323","null","968","null","2609","null","925","null","30","null","50","null","494","441","null","null","2085","831","null","null","2742","991","null","null","331","391","null","null","512","371","null","null","1899","null","896","null","5432","null","1310","null","2802","null","860","null","2079","null","892","null","551","337","null","null","15858","null","2073","null","12062","null","1940","null","3468","989","null","null","328","294","null","null","589","490","null","null","23016","null","1930","null","2689","null","884","null","549","null","365","null","422","null","240","null","1718","null","818","null","3291","null","917","null","2251","null","733","null","960","534","null","null","80","98","null","null","3674","908","null","null","3441","null","870","null","233","null","207","null","0","null","224","null","5852","null","1326","null","5852","null","1326","null","0","null","224","null","0","224","null","null","7043","null","1337","null","7043","null","1337","null","0","null","224","null","0","224","null","null","467","336","null","null",
"0500000US05007","Benton County, Arkansas","72972","null","2798","null","48701","null","3211","null","1371","null","598","null","0","null","213","null","40","null","66","null","1331","null","594","null","1673","null","678","null","0","null","213","null","154","143","null","null","1519","667","null","null","3297","853","null","null","457","319","null","null","1161","523","null","null","1679","null","638","null","8595","null","1464","null","2828","null","831","null","3768","null","946","null","1999","655","null","null","33598","null","2685","null","27257","null","2554","null","5589","1172","null","null","752","589","null","null","167","163","null","null","24271","null","1913","null","2764","null","730","null","533","null","307","null","810","null","496","null","1421","null","578","null","3204","null","710","null","1865","null","596","null","1024","522","null","null","315","206","null","null","3541","1026","null","null","3327","null","1004","null","105","null","123","null","109","null","128","null","4895","null","1017","null","4652","null","997","null","157","null","165","null","86","103","null","null","9561","null","1436","null","9561","null","1436","null","0","null","213","null","0","213","null","null","306","295","null","null",
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05045","Faulkner County, Arkansas","29945","null","1757","null","17766","null","1689","null","1807","null","922","null","0","null","213","null","0","null","213","null","1807","null","922","null","1200","null","632","null","0","null","213","null","276","198","null","null","924","573","null","null","867","375","null","null","31","54","null","null","280","246","null","null","556","null","308","null","3914","null","1241","null","1611","null","945","null","1507","null","724","null","796","419","null","null","9888","null","1288","null","9045","null","1254","null","767","337","null","null","76","98","null","null","90","156","null","null","12179","null","1860","null","1716","null","729","null","124","null","120","null","164","null","176","null","1428","null","690","null","1874","null","857","null","1117","null","600","null","185","225","null","null","572","532","null","null","1375","592","null","null","1375","null","592","null","0","null","213","null","0","null","213","null","2508","null","1023","null","2480","null","1028","null","28","null","49","null","0","213","null","null","4595","null","1171","null","4595","null","1171","null","0","null","213","null","0","213","null","null","111","162","null","null",
"0500000US05051","Garland County, Arkansas","29204","null","2125","null","14061","null","1921","null","710","null","479","null","0","null","213","null","0","null","213","null","710","null","479","null","1743","null","645","null","72","null","123","null","426","430","null","null","1245","522","null","null","2103","936","null","null","80","125","null","null","1093","594","null","null","930","null","665","null","2531","null","1123","null","851","null","600","null","1141","null","764","null","539","386","null","null","6974","null","1347","null","5684","null","1225","null","857","516","null","null","433","311","null","null","0","213","null","null","15143","null","2069","null","3428","null","974","null","572","null","331","null","966","null","454","null","1890","null","846","null","2011","null","825","null","1378","null","664","null","260","301","null","null","373","413","null","null","2977","1158","null","null","2803","null","1130","null","174","null","185","null","0","null","213","null","2162","null","849","null","1845","null","831","null","317","null","393","null","0","213","null","null","4461","null","1254","null","4461","null","1254","null","0","null","213","null","0","213","null","null","104","165","null","null",
"0500000US05069","Jefferson County, Arkansas","15172","null","1498","null","7036","null","1310","null","917","null","460","null","0","null","213","null","119","null","194","null","798","null","427","null","459","null","359","null","44","null","75","null","0","213","null","null","415","343","null","null","953","420","null","null","206","181","null","null","315","245","null","null","432","null","365","null","1045","null","519","null","548","null","370","null","405","null","369","null","92","115","null","null","3615","null","1079","null","3427","null","1091","null","142","165","null","null","46","81","null","null","47","84","null","null","8136","null","1163","null","1665","null","683","null","195","null","160","null","505","null","353","null","965","null","498","null","1383","null","731","null","692","null","383","null","488","455","null","null","203","198","null","null","1261","468","null","null","1112","null","404","null","149","null","172","null","0","null","213","null","1820","null","706","null","1820","null","706","null","0","null","213","null","0","213","null","null","2007","null","563","null","2007","null","563","null","0","null","213","null","0","213","null","null","0","213","null","null",
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05119","Pulaski County, Arkansas","101202","null","3459","null","64780","null","3309","null","5448","null","1562","null","83","null","140","null","80","null","137","null","5285","null","1580","null","5195","null","1164","null","150","null","188","null","990","599","null","null","4055","1047","null","null","6758","1539","null","null","700","362","null","null","2727","1085","null","null","3331","null","1082","null","9199","null","1740","null","2631","null","830","null","4086","null","1215","null","2482","1181","null","null","38071","null","3135","null","30197","null","2965","null","6071","1601","null","null","1803","1028","null","null","109","115","null","null","36422","null","3209","null","4667","null","1231","null","885","null","501","null","1083","null","526","null","2699","null","924","null","4980","null","1132","null","2756","null","820","null","995","388","null","null","1229","685","null","null","3481","881","null","null","3132","null","848","null","102","null","123","null","247","null","304","null","7011","null","1424","null","6973","null","1423","null","38","null","66","null","0","213","null","null","15243","null","2286","null","15243","null","2286","null","0","null","213","null","0","213","null","null","1040","749","null","null",
"0500000US05125","Saline County, Arkansas","37987","null","1787","null","23630","null","1818","null","1144","null","397","null","0","null","213","null","0","null","213","null","1144","null","397","null","1252","null","612","null","0","null","213","null","188","233","null","null","1064","578","null","null","2814","1002","null","null","431","430","null","null","579","577","null","null","1804","null","915","null","4627","null","1188","null","2128","null","839","null","2025","null","869","null","474","441","null","null","13793","null","1705","null","10933","null","1663","null","2344","872","null","null","516","590","null","null","0","213","null","null","14357","null","1657","null","1807","null","702","null","505","null","460","null","211","null","185","null","1091","null","537","null","1918","null","773","null","985","null","519","null","708","480","null","null","225","210","null","null","1332","503","null","null","1332","null","503","null","0","null","213","null","0","null","213","null","3315","null","1092","null","3153","null","1091","null","162","null","252","null","0","213","null","null","5985","null","1203","null","5985","null","1203","null","0","null","213","null","0","213","null","null","0","213","null","null",
"0500000US05131","Sebastian County, Arkansas","32551","null","2021","null","16810","null","2032","null","1056","null","743","null","0","null","213","null","0","null","213","null","1056","null","743","null","2688","null","1343","null","83","null","140","null","391","329","null","null","2214","1252","null","null","2332","844","null","null","274","256","null","null","842","545","null","null","1216","null","754","null","2517","null","881","null","1219","null","616","null","1018","null","658","null","280","280","null","null","8217","null","1319","null","7026","null","1273","null","928","601","null","null","263","258","null","null","0","213","null","null","15741","null","1839","null","2160","null","793","null","544","null","441","null","401","null","272","null","1215","null","634","null","2654","null","1046","null","2058","null","1011","null","440","348","null","null","156","177","null","null","2443","854","null","null","2166","null","875","null","105","null","174","null","172","null","281","null","2816","null","1017","null","2380","null","866","null","391","null","457","null","45","81","null","null","5297","null","1524","null","5297","null","1524","null","0","null","213","null","0","213","null","null","371","312","null","null",
"0500000US05143","Washington County, Arkansas","56891","null","2823","null","35041","null","2774","null","1063","null","479","null","0","null","213","null","0","null","213","null","1063","null","479","null","1934","null","747","null","0","null","213","null","103","176","null","null","1831","752","null","null","3018","1097","null","null","141","138","null","null","919","675","null","null","1958","null","868","null","5271","null","1423","null","1606","null","790","null","2491","null","1139","null","1174","624","null","null","23737","null","2726","null","18692","null","2523","null","4051","1390","null","null","994","422","null","null","18","35","null","null","21850","null","2162","null","2547","null","832","null","480","null","333","null","890","null","543","null","1177","null","641","null","3088","null","1126","null","2005","null","898","null","549","434","null","null","534","524","null","null","2438","813","null","null","2438","null","813","null","0","null","213","null","0","null","213","null","5335","null","1273","null","5319","null","1274","null","16","null","27","null","0","213","null","null","8442","null","1829","null","8442","null","1829","null","0","null","213","null","0","213","null","null","0","213","null","null",
"0500000US05145","White County, Arkansas","20586","null","1456","null","10220","null","1415","null","435","null","292","null","0","null","213","null","0","null","213","null","435","null","292","null","588","null","464","null","0","null","213","null","407","415","null","null","181","228","null","null","1405","677","null","null","79","82","null","null","874","574","null","null","452","null","328","null","2599","null","880","null","1247","null","677","null","908","null","678","null","444","343","null","null","5061","null","1007","null","4754","null","1018","null","271","221","null","null","36","58","null","null","132","210","null","null","10366","null","1455","null","1961","null","708","null","488","null","356","null","433","null","399","null","1040","null","553","null","1220","null","504","null","759","null","356","null","445","330","null","null","16","28","null","null","1291","569","null","null","1268","null","570","null","23","null","41","null","0","null","213","null","2041","null","673","null","2041","null","673","null","0","null","213","null","0","213","null","null","3691","null","981","null","3691","null","981","null","0","null","213","null","0","213","null","null","162","216","null","null",
"0500000US06001","Alameda County, California","321870","null","5394","null","221103","null","5945","null","6255","null","1111","null","54","null","91","null","0","null","218","null","6201","null","1111","null","6616","null","1265","null","0","null","218","null","0","218","null","null","6616","1265","null","null","7872","1239","null","null","159","163","null","null","623","388","null","null","7090","null","1255","null","14148","null","1920","null","367","null","193","null","1648","null","616","null","12133","1789","null","null","184963","null","5367","null","85331","null","4027","null","56009","3626","null","null","43623","3642","null","null","1249","609","null","null","100767","null","3844","null","8260","null","1385","null","904","null","496","null","548","null","449","null","6808","null","1217","null","9045","null","1367","null","1825","null","667","null","2628","752","null","null","4592","993","null","null","8003","1525","null","null","3338","null","928","null","2430","null","717","null","2235","null","669","null","12237","null","1239","null","8730","null","1205","null","2710","null","816","null","797","397","null","null","61708","null","3113","null","59637","null","3107","null","1245","null","525","null","826","538","null","null","1514","635","null","null",
"0500000US06007","Butte County, California","47543","null","2111","null","26714","null","2046","null","918","null","582","null","0","null","218","null","0","null","218","null","918","null","582","null","1024","null","487","null","68","null","114","null","8","14","null","null","948","487","null","null","3346","1062","null","null","58","101","null","null","844","607","null","null","2444","null","864","null","4010","null","1099","null","980","null","528","null","1347","null","706","null","1683","707","null","null","17384","null","1801","null","9636","null","1324","null","5821","1312","null","null","1927","610","null","null","32","53","null","null","20829","null","1821","null","2061","null","632","null","214","null","165","null","495","null","298","null","1352","null","492","null","3276","null","851","null","1457","null","644","null","822","488","null","null","997","395","null","null","2313","729","null","null","1284","null","510","null","951","null","545","null","78","null","127","null","3314","null","1223","null","3106","null","1201","null","208","null","328","null","0","218","null","null","9749","null","1405","null","9591","null","1384","null","117","null","140","null","41","70","null","null","116","139","null","null",
"0500000US06013","Contra Costa County, California","275252","null","5419","null","198613","null","5366","null","5146","null","1205","null","0","null","218","null","0","null","218","null","5146","null","1205","null","6360","null","1311","null","0","null","218","null","225","288","null","null","6135","1306","null","null","8541","1562","null","null","102","117","null","null","701","423","null","null","7738","null","1473","null","18273","null","2326","null","1249","null","434","null","2775","null","728","null","14249","2085","null","null","159461","null","5037","null","72375","null","3848","null","51865","3178","null","null","35221","2809","null","null","832","597","null","null","76639","null","3517","null","5879","null","1359","null","610","null","437","null","462","null","308","null","4807","null","1037","null","5939","null","1179","null","1092","null","430","null","1484","488","null","null","3363","1016","null","null","6798","1334","null","null","3008","null","827","null","2055","null","664","null","1735","null","629","null","9669","null","1492","null","6893","null","1304","null","1543","null","552","null","1233","527","null","null","47082","null","2851","null","44640","null","2826","null","1629","null","556","null","813","450","null","null","1272","847","null","null",
"0500000US06017","El Dorado County, California","57191","null","2610","null","39026","null","2851","null","1547","null","717","null","0","null","218","null","0","null","218","null","1547","null","717","null","1842","null","740","null","261","null","360","null","0","218","null","null","1581","653","null","null","1907","692","null","null","74","116","null","null","0","218","null","null","1833","null","682","null","4094","null","974","null","231","null","240","null","745","null","452","null","3118","783","null","null","29125","null","2512","null","13387","null","1882","null","10205","1654","null","null","5533","1271","null","null","511","382","null","null","18165","null","2406","null","1295","null","776","null","0","null","218","null","176","null","222","null","1119","null","725","null","1316","null","592","null","298","null","266","null","424","381","null","null","594","394","null","null","1797","644","null","null","759","null","398","null","711","null","388","null","327","null","293","null","4203","null","1228","null","3350","null","1108","null","732","null","465","null","121","147","null","null","9554","null","1553","null","9343","null","1555","null","211","null","196","null","0","218","null","null","0","218","null","null",
"0500000US06019","Fresno County, California","180062","null","3853","null","117703","null","4136","null","7165","null","1439","null","0","null","218","null","0","null","218","null","7165","null","1439","null","6602","null","1356","null","131","null","137","null","230","237","null","null","6241","1334","null","null","8718","1290","null","null","585","414","null","null","1349","544","null","null","6784","null","1161","null","20513","null","2461","null","2566","null","926","null","7766","null","1632","null","10181","2112","null","null","73633","null","4238","null","45392","null","3401","null","20358","2352","null","null","7883","1773","null","null","1072","653","null","null","62359","null","3498","null","7106","null","1184","null","1309","null","709","null","829","null","492","null","4968","null","994","null","7441","null","1299","null","2822","null","813","null","2185","755","null","null","2434","863","null","null","7549","1230","null","null","5509","null","1053","null","1646","null","589","null","394","null","259","null","9736","null","1539","null","9125","null","1466","null","335","null","232","null","276","200","null","null","29412","null","2520","null","29253","null","2523","null","101","null","98","null","58","96","null","null","1115","511","null","null",
"0500000US06023","Humboldt County, California","31837","null","2055","null","18214","null","2005","null","684","null","281","null","0","null","218","null","0","null","218","null","684","null","281","null","1510","null","732","null","0","null","218","null","35","57","null","null","1475","729","null","null","1586","705","null","null","126","152","null","null","192","180","null","null","1268","null","661","null","4763","null","1308","null","426","null","499","null","1414","null","634","null","2923","995","null","null","9294","null","1646","null","4232","null","1077","null","3134","913","null","null","1928","883","null","null","377","352","null","null","13623","null","1758","null","1833","null","687","null","271","null","232","null","468","null","367","null","1094","null","496","null","1728","null","595","null","772","null","383","null","622","434","null","null","334","242","null","null","2250","945","null","null","1658","null","852","null","520","null","415","null","72","null","103","null","1653","null","517","null","1541","null","494","null","69","null","85","null","43","78","null","null","5908","null","1335","null","5702","null","1306","null","206","null","326","null","0","218","null","null","251","216","null","null",
"0500000US06025","Imperial County, California","27644","null","2306","null","17017","null","2218","null","881","null","530","null","0","null","218","null","0","null","218","null","881","null","530","null","1045","null","453","null","0","null","218","null","67","115","null","null","978","437","null","null","2261","857","null","null","63","110","null","null","435","314","null","null","1763","null","836","null","2879","null","1098","null","270","null","236","null","1213","null","722","null","1396","750","null","null","9896","null","2135","null","6612","null","2024","null","2389","961","null","null","895","578","null","null","55","95","null","null","10627","null","1688","null","2254","null","927","null","568","null","434","null","467","null","405","null","1219","null","628","null","1765","null","839","null","1123","null","715","null","614","446","null","null","28","49","null","null","1779","762","null","null","1498","null","724","null","281","null","298","null","0","null","218","null","1819","null","750","null","1819","null","750","null","0","null","218","null","0","218","null","null","2924","null","1045","null","2924","null","1045","null","0","null","218","null","0","218","null","null","86","151","null","null",
"0500000US06029","Kern County, California","168514","null","5371","null","113105","null","5753","null","4954","null","1131","null","0","null","218","null","0","null","218","null","4954","null","1131","null","8718","null","2003","null","134","null","216","null","385","323","null","null","8199","1884","null","null","12701","2486","null","null","138","166","null","null","1714","893","null","null","10849","null","2368","null","15805","null","2560","null","1896","null","910","null","6236","null","1334","null","7673","2058","null","null","70475","null","4942","null","46435","null","4321","null","19386","3089","null","null","4654","1764","null","null","452","373","null","null","55409","null","4151","null","8547","null","1721","null","848","null","543","null","1110","null","558","null","6589","null","1560","null","10098","null","1538","null","4648","null","1082","null","2806","1009","null","null","2644","879","null","null","5568","1416","null","null","3009","null","832","null","2046","null","936","null","513","null","318","null","9997","null","1895","null","9274","null","1645","null","528","null","441","null","195","252","null","null","19226","null","2512","null","18142","null","2374","null","428","null","410","null","656","806","null","null","1973","1055","null","null",
"0500000US06031","Kings County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06033","Lake County, California","18443","null","1896","null","9707","null","1731","null","936","null","550","null","0","null","218","null","0","null","218","null","936","null","550","null","884","null","584","null","0","null","218","null","92","145","null","null","792","550","null","null","471","314","null","null","0","218","null","null","123","198","null","null","348","null","248","null","2485","null","1061","null","330","null","278","null","825","null","507","null","1330","966","null","null","4780","null","1190","null","2366","null","849","null","1888","793","null","null","526","425","null","null","151","235","null","null","8736","null","1397","null","1603","null","640","null","302","null","304","null","126","null","206","null","1175","null","504","null","1310","null","690","null","259","null","242","null","437","419","null","null","614","505","null","null","1052","596","null","null","640","null","457","null","242","null","213","null","170","null","275","null","1488","null","559","null","1488","null","559","null","0","null","218","null","0","218","null","null","3231","null","837","null","3231","null","837","null","0","null","218","null","0","218","null","null","52","84","null","null",
"0500000US06037","Los Angeles County, California","1568009","null","14971","null","1081214","null","12527","null","49704","null","3580","null","187","null","178","null","76","null","92","null","49441","null","3553","null","50633","null","3219","null","673","null","290","null","473","282","null","null","49487","3232","null","null","57670","3702","null","null","860","418","null","null","2383","877","null","null","54427","null","3658","null","120401","null","5240","null","5406","null","1009","null","16379","null","1771","null","98616","4722","null","null","794212","null","11258","null","331144","null","7999","null","247378","8349","null","null","215690","6946","null","null","8594","1616","null","null","486795","null","8752","null","51455","null","3496","null","3573","null","891","null","4416","null","805","null","43466","null","3346","null","52763","null","3695","null","14622","null","1816","null","14688","1938","null","null","23453","2324","null","null","45231","3076","null","null","25772","null","2331","null","11735","null","1752","null","7724","null","1433","null","72956","null","4124","null","57188","null","3465","null","10841","null","1658","null","4927","1127","null","null","254481","null","7220","null","242835","null","6726","null","7299","null","1452","null","4347","1220","null","null","9909","1674","null","null",
